DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
Goron Shrine Pot 5,Goron Shrine Pot 5,Deku Stick,Goron Village,Item,Goron Shrine Pot 5,Deku Stick,
Goron Village Small Snowball 7,Goron Village Small Snowball 7,Deku Stick,Goron Village,Item,Goron Village Small Snowball 7,Deku Stick,
Goron Village Small Snowball 8,Goron Village Small Snowball 8,Deku Stick,Goron Village,Item,Goron Village Small Snowball 8,Deku Stick,
Cleared Swamp Owl Grass,Cleared Swamp Owl Grass,Deku Stick,Southern Swamp,Item,Cleared Swamp Owl Grass,Deku Stick,
Southern Swamp Owl Grass,Southern Swamp Owl Grass,Deku Stick,Southern Swamp,Item,Southern Swamp Owl Grass,Deku Stick,
Woodfall Pot 2,Woodfall Pot 2,Deku Stick,Woodfall,Item,Woodfall Pot 2,Deku Stick,
Dampe's Basement Pot 5,Dampe's Basement Pot 5,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 5,Green Rupee,
Dampe's Basement Pot 6,Dampe's Basement Pot 6,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 6,Green Rupee,
Dampe's Basement Pot 7,Dampe's Basement Pot 7,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 7,Green Rupee,
Deku Palace Item 6,Deku Palace Item 6,Green Rupee,Deku Palace,Item,Deku Palace Item 6,Green Rupee,
Deku Palace Item 7,Deku Palace Item 7,Green Rupee,Deku Palace,Item,Deku Palace Item 7,Green Rupee,
Deku Palace Item 8,Deku Palace Item 8,Green Rupee,Deku Palace,Item,Deku Palace Item 8,Green Rupee,
Deku Palace Item 9,Deku Palace Item 9,Green Rupee,Deku Palace,Item,Deku Palace Item 9,Green Rupee,
Deku Palace Item 10,Deku Palace Item 10,Green Rupee,Deku Palace,Item,Deku Palace Item 10,Green Rupee,
Deku Palace Item 11,Deku Palace Item 11,Green Rupee,Deku Palace,Item,Deku Palace Item 11,Green Rupee,
Deku Palace Item 12,Deku Palace Item 12,Green Rupee,Deku Palace,Item,Deku Palace Item 12,Green Rupee,
Deku Palace Item 13,Deku Palace Item 13,Green Rupee,Deku Palace,Item,Deku Palace Item 13,Green Rupee,
Deku Palace Item 14,Deku Palace Item 14,Green Rupee,Deku Palace,Item,Deku Palace Item 14,Green Rupee,
Deku Palace Out of Bounds Item,Deku Palace Out of Bounds Item,Green Rupee,Deku Palace,Item,Deku Palace Out of Bounds Item,Green Rupee,
Deku Palace Item 15,Deku Palace Item 15,Green Rupee,Deku Palace,Item,Deku Palace Item 15,Green Rupee,
Deku Palace Item 16,Deku Palace Item 16,Green Rupee,Deku Palace,Item,Deku Palace Item 16,Green Rupee,
Deku Palace Item 17,Deku Palace Item 17,Green Rupee,Deku Palace,Item,Deku Palace Item 17,Green Rupee,
Butler Race Pillar Item,Butler Race Pillar Item,Green Rupee,Deku Palace,Item,Butler Race Pillar Item,Green Rupee,
Butler Race Pillar Item 2,Butler Race Pillar Item 2,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 2,Green Rupee,
Butler Race Pillar Item 3,Butler Race Pillar Item 3,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 3,Green Rupee,
Butler Race Pillar Item 4,Butler Race Pillar Item 4,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 4,Green Rupee,
Butler Race Pillar Item 5,Butler Race Pillar Item 5,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 5,Green Rupee,
Butler Race Pillar Item 6,Butler Race Pillar Item 6,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 6,Green Rupee,
Butler Race River Item,Butler Race River Item,Green Rupee,Deku Palace,Item,Butler Race River Item,Green Rupee,
Butler Race River Item 2,Butler Race River Item 2,Green Rupee,Deku Palace,Item,Butler Race River Item 2,Green Rupee,
Butler Race River Item 3,Butler Race River Item 3,Green Rupee,Deku Palace,Item,Butler Race River Item 3,Green Rupee,
Butler Race River Item 4,Butler Race River Item 4,Green Rupee,Deku Palace,Item,Butler Race River Item 4,Green Rupee,
Butler Race River Item 5,Butler Race River Item 5,Green Rupee,Deku Palace,Item,Butler Race River Item 5,Green Rupee,
Butler Race River Item 6,Butler Race River Item 6,Green Rupee,Deku Palace,Item,Butler Race River Item 6,Green Rupee,
Butler Race Right Path Item,Butler Race Right Path Item,Green Rupee,Deku Palace,Item,Butler Race Right Path Item,Green Rupee,
Butler Race Right Path Item 2,Butler Race Right Path Item 2,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 2,Green Rupee,
Butler Race Right Path Item 3,Butler Race Right Path Item 3,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 3,Green Rupee,
Butler Race Right Path Item 4,Butler Race Right Path Item 4,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 4,Green Rupee,
Butler Race Right Path Item 5,Butler Race Right Path Item 5,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 5,Green Rupee,
Butler Race Right Path Item 6,Butler Race Right Path Item 6,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 6,Green Rupee,
Butler Race Final Room Item,Butler Race Final Room Item,Green Rupee,Deku Palace,Item,Butler Race Final Room Item,Green Rupee,
Butler Race Final Room Item 2,Butler Race Final Room Item 2,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 2,Green Rupee,
Butler Race Final Room Item 3,Butler Race Final Room Item 3,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 3,Green Rupee,
Butler Race Final Room Item 4,Butler Race Final Room Item 4,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 4,Green Rupee,
Butler Race Final Room Item 5,Butler Race Final Room Item 5,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 5,Green Rupee,
Butler Race Final Room Item 6,Butler Race Final Room Item 6,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 6,Green Rupee,
Butler Race Final Room Item 7,Butler Race Final Room Item 7,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 7,Green Rupee,
Butler Race Final Room Item 8,Butler Race Final Room Item 8,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 8,Green Rupee,
Butler Race Final Room Item 9,Butler Race Final Room Item 9,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 9,Green Rupee,
Butler Race Final Room Item 10,Butler Race Final Room Item 10,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 10,Green Rupee,
Butler Race Dual Pot,Butler Race Dual Pot,Green Rupee,Deku Palace,Item,Butler Race Dual Pot,Green Rupee,
East Clock Town Crate,East Clock Town Crate,Green Rupee,East Clock Town,Item,East Clock Town Crate,Green Rupee,
Great Bay Temple Water Control Room Item 3,Great Bay Temple Water Control Room Item 3,Green Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 3,Green Rupee,
Great Bay Temple Water Control Room Item 4,Great Bay Temple Water Control Room Item 4,Green Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 4,Green Rupee,
Ikana Graveyard Grass 2,Ikana Graveyard Grass 2,Green Rupee,Ikana Graveyard,Item,Ikana Graveyard Grass 2,Green Rupee,
Potion Shop Item,Potion Shop Item,Green Rupee,Southern Swamp,Item,Potion Shop Item,Green Rupee,
Pirates' Fortress Cage Room Barrel 2,Pirates' Fortress Cage Room Barrel 2,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 2,Green Rupee,
Pirates' Fortress Cage Room Barrel 3,Pirates' Fortress Cage Room Barrel 3,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 3,Green Rupee,
Pirates' Fortress Cage Room Barrel 4,Pirates' Fortress Cage Room Barrel 4,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 4,Green Rupee,
Pirates' Fortress Cage Room Barrel 5,Pirates' Fortress Cage Room Barrel 5,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 5,Green Rupee,
Secret Shrine Floating Item,Secret Shrine Floating Item,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item,Green Rupee,
Secret Shrine Floating Item 2,Secret Shrine Floating Item 2,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 2,Green Rupee,
Secret Shrine Floating Item 3,Secret Shrine Floating Item 3,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 3,Green Rupee,
Secret Shrine Floating Item 4,Secret Shrine Floating Item 4,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 4,Green Rupee,
Secret Shrine Floating Item 5,Secret Shrine Floating Item 5,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 5,Green Rupee,
Secret Shrine Floating Item 6,Secret Shrine Floating Item 6,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 6,Green Rupee,
Secret Shrine Floating Item 7,Secret Shrine Floating Item 7,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 7,Green Rupee,
Secret Shrine Floating Item 8,Secret Shrine Floating Item 8,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 8,Green Rupee,
Secret Shrine Floating Item 9,Secret Shrine Floating Item 9,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 9,Green Rupee,
Secret Shrine Floating Item 10,Secret Shrine Floating Item 10,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 10,Green Rupee,
Secret Shrine Floating Item 11,Secret Shrine Floating Item 11,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 11,Green Rupee,
Secret Shrine Floating Item 12,Secret Shrine Floating Item 12,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 12,Green Rupee,
Secret Shrine Floating Item 13,Secret Shrine Floating Item 13,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 13,Green Rupee,
Secret Shrine Floating Item 14,Secret Shrine Floating Item 14,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 14,Green Rupee,
Secret Shrine Floating Item 15,Secret Shrine Floating Item 15,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 15,Green Rupee,
Secret Shrine Floating Item 16,Secret Shrine Floating Item 16,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 16,Green Rupee,
Secret Shrine Floating Item 17,Secret Shrine Floating Item 17,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 17,Green Rupee,
Cleared Swamp Potion Shop Pot 2,Cleared Swamp Potion Shop Pot 2,Green Rupee,Southern Swamp,Item,Cleared Swamp Potion Shop Pot 2,Green Rupee,
Potion Shop Pot 2,Potion Shop Pot 2,Green Rupee,Southern Swamp,Item,Potion Shop Pot 2,Green Rupee,
Stone Tower Temple Lava Room Item 3,Stone Tower Temple Lava Room Item 3,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 3,Green Rupee,
Stone Tower Temple Lava Room Item 4,Stone Tower Temple Lava Room Item 4,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 4,Green Rupee,
Stone Tower Temple Lava Room Item 5,Stone Tower Temple Lava Room Item 5,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 5,Green Rupee,
Inverted Stone Tower Temple Dexihand Item 2,Inverted Stone Tower Temple Dexihand Item 2,Green Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Dexihand Item 2,Green Rupee,
Clock Tower Rooftop Pot,Clock Tower Rooftop Pot,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot,Large Magic Jar,
Clock Tower Rooftop Pot 2,Clock Tower Rooftop Pot 2,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 2,Large Magic Jar,
Clock Tower Rooftop Pot 3,Clock Tower Rooftop Pot 3,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 3,Large Magic Jar,
Clock Tower Rooftop Pot 4,Clock Tower Rooftop Pot 4,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 4,Large Magic Jar,
Goron Racetrack Pot,Goron Racetrack Pot,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot,Large Magic Jar,
Goron Racetrack Pot 2,Goron Racetrack Pot 2,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 2,Large Magic Jar,
Goron Racetrack Pot 3,Goron Racetrack Pot 3,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 3,Large Magic Jar,
Goron Racetrack Pot 4,Goron Racetrack Pot 4,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 4,Large Magic Jar,
Goron Racetrack Pot 5,Goron Racetrack Pot 5,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 5,Large Magic Jar,
Goron Racetrack Pot 6,Goron Racetrack Pot 6,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 6,Large Magic Jar,
Goron Racetrack Pot 7,Goron Racetrack Pot 7,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 7,Large Magic Jar,
Goron Racetrack Pot 8,Goron Racetrack Pot 8,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 8,Large Magic Jar,
Goron Racetrack Pot 9,Goron Racetrack Pot 9,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 9,Large Magic Jar,
Goron Racetrack Pot 10,Goron Racetrack Pot 10,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 10,Large Magic Jar,
Goron Racetrack Pot 11,Goron Racetrack Pot 11,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 11,Large Magic Jar,
Goron Racetrack Pot 12,Goron Racetrack Pot 12,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 12,Large Magic Jar,
Goron Racetrack Pot 13,Goron Racetrack Pot 13,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 13,Large Magic Jar,
Goron Racetrack Pot 14,Goron Racetrack Pot 14,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 14,Large Magic Jar,
Goron Racetrack Pot 15,Goron Racetrack Pot 15,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 15,Large Magic Jar,
Goron Racetrack Pot 16,Goron Racetrack Pot 16,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 16,Large Magic Jar,
Goron Racetrack Pot 17,Goron Racetrack Pot 17,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 17,Large Magic Jar,
Goron Racetrack Pot 18,Goron Racetrack Pot 18,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 18,Large Magic Jar,
Goron Racetrack Pot 19,Goron Racetrack Pot 19,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 19,Large Magic Jar,
Goron Racetrack Pot 20,Goron Racetrack Pot 20,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 20,Large Magic Jar,
Goron Racetrack Pot 21,Goron Racetrack Pot 21,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 21,Large Magic Jar,
Goron Racetrack Pot 22,Goron Racetrack Pot 22,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 22,Large Magic Jar,
Goron Racetrack Pot 23,Goron Racetrack Pot 23,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 23,Large Magic Jar,
Goron Racetrack Pot 24,Goron Racetrack Pot 24,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 24,Large Magic Jar,
Goron Racetrack Pot 25,Goron Racetrack Pot 25,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 25,Large Magic Jar,
Goron Racetrack Pot 26,Goron Racetrack Pot 26,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 26,Large Magic Jar,
Goron Racetrack Pot 27,Goron Racetrack Pot 27,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 27,Large Magic Jar,
Goron Shrine Pot 6,Goron Shrine Pot 6,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 6,Large Magic Jar,
Goron Shrine Pot 7,Goron Shrine Pot 7,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 7,Large Magic Jar,
Goron Shrine Pot 8,Goron Shrine Pot 8,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 8,Large Magic Jar,
Goron Shrine Pot 9,Goron Shrine Pot 9,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 9,Large Magic Jar,
Great Bay Coast Pot 7,Great Bay Coast Pot 7,Large Magic Jar,Great Bay Coast,Item,Great Bay Coast Pot 7,Large Magic Jar,
Great Bay Temple Red Valve Crate,Great Bay Temple Red Valve Crate,Large Magic Jar,Great Bay Temple,Item,Great Bay Temple Red Valve Crate,Large Magic Jar,
Ikana King Pot 3,Ikana King Pot 3,Large Magic Jar,Ikana Castle,Item,Ikana King Pot 3,Large Magic Jar,
Ikana Canyon Grass 3,Ikana Canyon Grass 3,Large Magic Jar,Ikana Canyon,Item,Ikana Canyon Grass 3,Large Magic Jar,
Milk Road Grass 2,Milk Road Grass 2,Large Magic Jar,Milk Road,Item,Milk Road Grass 2,Large Magic Jar,
Mountain Village Spring Snowball 3,Mountain Village Spring Snowball 3,Large Magic Jar,Mountain Village,Item,Mountain Village Spring Snowball 3,Large Magic Jar,
Goron Graveyard Snowball,Goron Graveyard Snowball,Large Magic Jar,Mountain Village,Item,Goron Graveyard Snowball,Large Magic Jar,
Goron Graveyard Snowball 2,Goron Graveyard Snowball 2,Large Magic Jar,Mountain Village,Item,Goron Graveyard Snowball 2,Large Magic Jar,
Mountain Village Winter Small Snowball 3,Mountain Village Winter Small Snowball 3,Large Magic Jar,Mountain Village,Item,Mountain Village Winter Small Snowball 3,Large Magic Jar,
Snowhead Small Snowball 3,Snowhead Small Snowball 3,Large Magic Jar,Snowhead,Item,Snowhead Small Snowball 3,Large Magic Jar,
Stone Tower Owl Pot 3,Stone Tower Owl Pot 3,Large Magic Jar,Stone Tower,Item,Stone Tower Owl Pot 3,Large Magic Jar,
Inverted Stone Tower Pot 2,Inverted Stone Tower Pot 2,Large Magic Jar,Stone Tower,Item,Inverted Stone Tower Pot 2,Large Magic Jar,
Link Trial Pot,Link Trial Pot,Large Magic Jar,The Moon,Item,Link Trial Pot,Large Magic Jar,
Link Trial Pot 2,Link Trial Pot 2,Large Magic Jar,The Moon,Item,Link Trial Pot 2,Large Magic Jar,
Link Trial Pot 3,Link Trial Pot 3,Large Magic Jar,The Moon,Item,Link Trial Pot 3,Large Magic Jar,
Link Trial Pot 4,Link Trial Pot 4,Large Magic Jar,The Moon,Item,Link Trial Pot 4,Large Magic Jar,
Zora Cape Owl Pot 3,Zora Cape Owl Pot 3,Large Magic Jar,Zora Cape,Item,Zora Cape Owl Pot 3,Large Magic Jar,
Dampe's Basement Pot 8,Dampe's Basement Pot 8,Purple Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 8,Purple Rupee,
Pirates' Fortress Item,Pirates' Fortress Item,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item,Recovery Heart,
Pirates' Fortress Item 2,Pirates' Fortress Item 2,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item 2,Recovery Heart,
Pirates' Fortress Item 3,Pirates' Fortress Item 3,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item 3,Recovery Heart,
Butler Race Pillar Item 7,Butler Race Pillar Item 7,Red Rupee,Deku Palace,Item,Butler Race Pillar Item 7,Red Rupee,
Butler Race Pillar Item 8,Butler Race Pillar Item 8,Red Rupee,Deku Palace,Item,Butler Race Pillar Item 8,Red Rupee,
Great Bay Temple Water Control Room Item 5,Great Bay Temple Water Control Room Item 5,Red Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 5,Red Rupee,
Great Bay Temple Dexihand Item,Great Bay Temple Dexihand Item,Red Rupee,Great Bay Temple,Item,Great Bay Temple Dexihand Item,Red Rupee,
Great Bay Temple Dexihand Item 2,Great Bay Temple Dexihand Item 2,Red Rupee,Great Bay Temple,Item,Great Bay Temple Dexihand Item 2,Red Rupee,
Great Bay Temple Green Pump Item,Great Bay Temple Green Pump Item,Red Rupee,Great Bay Temple,Item,Great Bay Temple Green Pump Item,Red Rupee,
Great Bay Temple Green Pump Item 2,Great Bay Temple Green Pump Item 2,Red Rupee,Great Bay Temple,Item,Great Bay Temple Green Pump Item 2,Red Rupee,
Laundry Pool Item,Laundry Pool Item,Red Rupee,Laundry Pool,Item,Laundry Pool Item,Red Rupee,
Laundry Pool Item 2,Laundry Pool Item 2,Red Rupee,Laundry Pool,Item,Laundry Pool Item 2,Red Rupee,
Laundry Pool Item 3,Laundry Pool Item 3,Red Rupee,Laundry Pool,Item,Laundry Pool Item 3,Red Rupee,
Mountain Village Spring Stair Item,Mountain Village Spring Stair Item,Red Rupee,Mountain Village,Item,Mountain Village Spring Stair Item,Red Rupee,
Snowhead Temple Icicle Room Frozen Item,Snowhead Temple Icicle Room Frozen Item,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item,Red Rupee,
Snowhead Temple Icicle Room Frozen Item 2,Snowhead Temple Icicle Room Frozen Item 2,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item 2,Red Rupee,
Snowhead Temple Icicle Room Frozen Item 3,Snowhead Temple Icicle Room Frozen Item 3,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item 3,Red Rupee,
Swamp Near Frog Hive,Swamp Near Frog Hive,Red Rupee,Southern Swamp,Item,Swamp Near Frog Hive,Red Rupee,
Stone Tower Temple Lava Room Item 6,Stone Tower Temple Lava Room Item 6,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 6,Red Rupee,
Stone Tower Temple Eyegore Room Item,Stone Tower Temple Eyegore Room Item,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Eyegore Room Item,Red Rupee,
Stone Tower Temple Mirror Room Crate,Stone Tower Temple Mirror Room Crate,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Mirror Room Crate,Red Rupee,
Stone Tower Temple Mirror Room Crate 2,Stone Tower Temple Mirror Room Crate 2,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Mirror Room Crate 2,Red Rupee,
Stone Tower Temple Eyegore Room Item 2,Stone Tower Temple Eyegore Room Item 2,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Eyegore Room Item 2,Red Rupee,
Inverted Stone Tower Temple Dexihand Item 3,Inverted Stone Tower Temple Dexihand Item 3,Red Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Dexihand Item 3,Red Rupee,
Inverted Stone Tower Temple Updraft Room Item,Inverted Stone Tower Temple Updraft Room Item,Red Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Updraft Room Item,Red Rupee,
Inverted Stone Tower Temple Updraft Room Item 2,Inverted Stone Tower Temple Updraft Room Item 2,Red Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Updraft Room Item 2,Red Rupee,
Termina Field Pillar Item,Termina Field Pillar Item,Red Rupee,Termina Field,Item,Termina Field Pillar Item,Red Rupee,
Woodfall Temple Pre-Boss Pillar Item,Woodfall Temple Pre-Boss Pillar Item,Red Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Pillar Item,Red Rupee,
Woodfall Temple Pre-Boss Pillar Item 2,Woodfall Temple Pre-Boss Pillar Item 2,Red Rupee,Woodfall Temple,Item,Woodfall Temple Pre-Boss Pillar Item 2,Red Rupee,
Ikana Castle Courtyard Grass 3,Ikana Castle Courtyard Grass 3,Small Magic Jar,Ikana Castle,Item,Ikana Castle Courtyard Grass 3,Small Magic Jar,
Ikana Castle Courtyard Grass 4,Ikana Castle Courtyard Grass 4,Small Magic Jar,Ikana Castle,Item,Ikana Castle Courtyard Grass 4,Small Magic Jar,
Ikana Castle Fire Ceiling Room Pot,Ikana Castle Fire Ceiling Room Pot,Small Magic Jar,Ikana Castle,Item,Ikana Castle Fire Ceiling Room Pot,Small Magic Jar,
Ikana Castle Hole Room Pot,Ikana Castle Hole Room Pot,Small Magic Jar,Ikana Castle,Item,Ikana Castle Hole Room Pot,Small Magic Jar,
Ikana Castle Hole Room Pot 2,Ikana Castle Hole Room Pot 2,Small Magic Jar,Ikana Castle,Item,Ikana Castle Hole Room Pot 2,Small Magic Jar,
Observatory Balloon Pot,Observatory Balloon Pot,Small Magic Jar,East Clock Town,Item,Observatory Balloon Pot,Small Magic Jar,
Observatory Balloon Pot 2,Observatory Balloon Pot 2,Small Magic Jar,East Clock Town,Item,Observatory Balloon Pot 2,Small Magic Jar,
Observatory Scarecrow Pot 3,Observatory Scarecrow Pot 3,Small Magic Jar,East Clock Town,Item,Observatory Scarecrow Pot 3,Small Magic Jar,
Night 2 Grave Pot 2,Night 2 Grave Pot 2,Small Magic Jar,Ikana Graveyard,Item,Night 2 Grave Pot 2,Small Magic Jar,
Deku Palace Pot,Deku Palace Pot,Small Magic Jar,Deku Palace,Item,Deku Palace Pot,Small Magic Jar,
Deku Palace Pot 2,Deku Palace Pot 2,Small Magic Jar,Deku Palace,Item,Deku Palace Pot 2,Small Magic Jar,
Goron Racetrack Pot 28,Goron Racetrack Pot 28,Small Magic Jar,Twin Islands,Item,Goron Racetrack Pot 28,Small Magic Jar,
Goron Racetrack Pot 29,Goron Racetrack Pot 29,Small Magic Jar,Twin Islands,Item,Goron Racetrack Pot 29,Small Magic Jar,
Goron Racetrack Pot 30,Goron Racetrack Pot 30,Small Magic Jar,Twin Islands,Item,Goron Racetrack Pot 30,Small Magic Jar,
Goron Shrine Pot 10,Goron Shrine Pot 10,Small Magic Jar,Goron Village,Item,Goron Shrine Pot 10,Small Magic Jar,
Goron Shrine Pot 11,Goron Shrine Pot 11,Small Magic Jar,Goron Village,Item,Goron Shrine Pot 11,Small Magic Jar,
Goron Village Large Snowball 4,Goron Village Large Snowball 4,Small Magic Jar,Goron Village,Item,Goron Village Large Snowball 4,Small Magic Jar,
Goron Village Large Snowball 5,Goron Village Large Snowball 5,Small Magic Jar,Goron Village,Item,Goron Village Large Snowball 5,Small Magic Jar,
Goron Village Large Snowball 6,Goron Village Large Snowball 6,Small Magic Jar,Goron Village,Item,Goron Village Large Snowball 6,Small Magic Jar,
Goron Village Small Snowball 9,Goron Village Small Snowball 9,Small Magic Jar,Goron Village,Item,Goron Village Small Snowball 9,Small Magic Jar,
Goron Village Small Snowball 10,Goron Village Small Snowball 10,Small Magic Jar,Goron Village,Item,Goron Village Small Snowball 10,Small Magic Jar,
Ikana King Entry Pot 3,Ikana King Entry Pot 3,Small Magic Jar,Ikana Castle,Item,Ikana King Entry Pot 3,Small Magic Jar,
Ikana Graveyard Grass 3,Ikana Graveyard Grass 3,Small Magic Jar,Ikana Graveyard,Item,Ikana Graveyard Grass 3,Small Magic Jar,
Mountain Village Winter Small Snowball 4,Mountain Village Winter Small Snowball 4,Small Magic Jar,Mountain Village,Item,Mountain Village Winter Small Snowball 4,Small Magic Jar,
Mountain Village Winter Small Snowball 5,Mountain Village Winter Small Snowball 5,Small Magic Jar,Mountain Village,Item,Mountain Village Winter Small Snowball 5,Small Magic Jar,
Mountain Village Day 1 Snowball,Mountain Village Day 1 Snowball,Small Magic Jar,Mountain Village,Item,Mountain Village Day 1 Snowball,Small Magic Jar,
Mountain Village Day 2 Snowball 2,Mountain Village Day 2 Snowball 2,Small Magic Jar,Mountain Village,Item,Mountain Village Day 2 Snowball 2,Small Magic Jar,
Oceanside Spider House Main Room Pot,Oceanside Spider House Main Room Pot,Small Magic Jar,Great Bay Coast,Item,Oceanside Spider House Main Room Pot,Small Magic Jar,
Oceanside Spider House Entrance Pot 3,Oceanside Spider House Entrance Pot 3,Small Magic Jar,Great Bay Coast,Item,Oceanside Spider House Entrance Pot 3,Small Magic Jar,
