DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
EntrancePiratesFortressOneGuardFrontFromPiratesFortress,Pirate Fortress > PF 1 Guard Front,PF 1 Guard < Pirate Fortress Front,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressOneGuardFrontFromPiratesFortress,EntrancePiratesFortressOneGuardFrontFromPiratesFortress,EntrancePiratesFortressFromOnePatrolFront
EntrancePiratesFortressOneGuardRearFromPiratesFortress,Pirate Fortress > PF 1 Guard Back,PF 1 Guard < Pirate Fortress Back,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressOneGuardRearFromPiratesFortress,EntrancePiratesFortressOneGuardRearFromPiratesFortress,EntrancePiratesFortressFromOnePatrolBack
EntrancePiratesFortressSewerFromTelescope,PF Telescope > PF Sewer,PF Sewer < PF Telescope,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressSewerFromTelescope,EntrancePiratesFortressSewerFromTelescope,EntrancePiratesFortressFromTelescope
EntrancePiratesFortressSewerFromWater,PF EXT > PF Sewer Water,PF Sewer < PF EXT Water,Pirates' Fortress Exterior,Entrance,EntrancePiratesFortressSewerFromWater,EntrancePiratesFortressSewerFromWater,EntrancePiratesFortressExteriorFromPiratesFortressSewerMain
EntrancePiratesFortressSewerFromRear,PF EXT > PF Sewer Ledge,PF Sewer < PF EXT Ledge,Pirates' Fortress Exterior,Entrance,EntrancePiratesFortressSewerFromRear,EntrancePiratesFortressSewerFromRear,EntrancePiratesFortressExteriorFromPiratesFortressSewerDoor
EntranceSwampShootingGalleryFromRoadtoSouthernSwamp,Swamp Road > Swamp Shooting,Swamp Shooting < Swamp Road,Road to Southern Swamp,Entrance,EntranceSwampShootingGalleryFromRoadtoSouthernSwamp,EntranceSwampShootingGalleryFromRoadtoSouthernSwamp,EntranceRoadtoSouthernSwampFromSwampShootingGallery
EntrancePinnacleRockFromGreatBayCoast,Great Bay > Pinnacle Rock,Pinnacle Rock < Great Bay,Great Bay Coast,Entrance,EntrancePinnacleRockFromGreatBayCoast,EntrancePinnacleRockFromGreatBayCoast,EntranceGreatBayCoastFromPinnacleRock
EntrancePinnacleRockFromPinnacleRock,Pinnacle Rock > Void Out,Pinnacle Rock < Void Out,Pinnacle Rock,Entrance,EntrancePinnacleRockFromPinnacleRock,EntrancePinnacleRockFromPinnacleRock,
EntranceFairysFountainFromNorthClockTown,NCT > Town Fairy,Town Fairy < NCT,North Clock Town,Entrance,EntranceFairysFountainFromNorthClockTown,EntranceFairysFountainFromNorthClockTown,EntranceNorthClockTownFromFairysFountain
EntranceFairysFountainFromWoodfall,Woodfall > Woodfall Fairy,Woodfall Fairy < Woodfall,Woodfall,Entrance,EntranceFairysFountainFromWoodfall,EntranceFairysFountainFromWoodfall,EntranceWoodfallFromFairysFountain
EntranceFairysFountainFromSnowhead,Snowhead > Snowhead Fairy,Snowhead Fairy < Snowhead,Snowhead,Entrance,EntranceFairysFountainFromSnowhead,EntranceFairysFountainFromSnowhead,EntranceSnowheadFromFairysFountain
EntranceFairysFountainFromZoraCape,Zora Cape > Great Bay Fairy,Great Bay Fairy < Zora Cape,Zora Cape,Entrance,EntranceFairysFountainFromZoraCape,EntranceFairysFountainFromZoraCape,EntranceZoraCapeFromFairysFountain
EntranceFairysFountainFromIkanaCanyon,Ikana > Ikana Fairy,Ikana Fairy < Ikana,Ikana Canyon,Entrance,EntranceFairysFountainFromIkanaCanyon,EntranceFairysFountainFromIkanaCanyon,EntranceIkanaCanyonFromFairysFountain
EntranceSwampSpiderHouseFromSouthernSwamp,Swamp > Swamp Spider,Swamp Spider < Swamp,Southern Swamp,Entrance,EntranceSwampSpiderHouseFromSouthernSwamp,EntranceSwampSpiderHouseFromSouthernSwamp,EntranceSouthernSwampFromSwampSpiderHouse
EntranceOceansideSpiderHouseFromGreatBayCoast,Great Bay > Ocean Spider,Ocean Spider < Great Bay,Great Bay Coast,Entrance,EntranceOceansideSpiderHouseFromGreatBayCoast,EntranceOceansideSpiderHouseFromGreatBayCoast,EntranceGreatBayCoastFromOceansideSpiderHouse
EntranceAstralObservatoryFromEastClockTown,ECT > Sewer,Observatory < ECT,East Clock Town,Entrance,EntranceAstralObservatoryFromEastClockTown,EntranceAstralObservatoryFromEastClockTown,EntranceEastClockTownFromAstralObservatory
EntranceAstralObservatoryFromTerminaField,Termina > Observatory,Observatory < Termina,Termina Field,Entrance,EntranceAstralObservatoryFromTerminaField,EntranceAstralObservatoryFromTerminaField,EntranceTerminaFieldFromAstralObservatory
EntranceAstralObservatoryFromTelescope,Observatory Telescope > Observatory,Observatory < Observatory Telescope,Astral Observatory,Entrance,EntranceAstralObservatoryFromTelescope,EntranceAstralObservatoryFromTelescope,EntranceTerminaFieldFromAstralObservatoryTelescope
EntranceDekuTrialFromTheMoon,Moon > Deku Trial,Deku Trial < Moon,The Moon,Entrance,EntranceDekuTrialFromTheMoon,EntranceDekuTrialFromTheMoon,EntranceTheMoonFromDekuTrial
EntranceDekuPalaceFromSouthernSwampLower,Swamp > Deku Palace Lower,Deku Palace < Swamp Lower,Southern Swamp,Entrance,EntranceDekuPalaceFromSouthernSwampLower,EntranceDekuPalaceFromSouthernSwampLower,EntranceSouthernSwampFromDekuPalaceLower
EntranceDekuPalaceFromDekuPalace,Deku Palace > Guards Caught,Deku Palace < Guards Caught,Deku Palace,Entrance,EntranceDekuPalaceFromDekuPalace,EntranceDekuPalaceFromDekuPalace,
EntranceDekuPalaceFromDekuKingsChamberMain,Deku King > Deku Palace,Deku Palace < Deku King,Interior,Entrance,EntranceDekuPalaceFromDekuKingsChamberMain,EntranceDekuPalaceFromDekuKingsChamberMain,EntranceDekuKingsChamberFromDekuPalace
EntranceDekuPalaceFromDekuKingsChamberGardenWest,Deku King > Palace Garden,Deku Palace < Monkey Prison,Interior,Entrance,EntranceDekuPalaceFromDekuKingsChamberGardenWest,EntranceDekuPalaceFromDekuKingsChamberGardenWest,EntranceDekuKingsChamberFromDekuPalaceWestGarden
EntranceDekuPalaceFromDekuShrine,Deku Shrine > Deku Palace,Deku Palace < Deku Shrine,Interior,Entrance,EntranceDekuPalaceFromDekuShrine,EntranceDekuPalaceFromDekuShrine,EntranceDekuShrineFromDekuPalace
EntranceDekuPalaceFromSouthernSwampUpper,Swamp > Deku Palace Upper,Deku Palace < Swamp Upper,Southern Swamp,Entrance,EntranceDekuPalaceFromSouthernSwampUpper,EntranceDekuPalaceFromSouthernSwampUpper,EntranceSouthernSwampFromDekuPalaceUpper
EntranceDekuPalaceGardenWestFromPalaceVinesGrotto,Palace Vine Grotto > Garden West,Deku Palace < Palace Vine Grotto West,Grottos,Entrance,EntranceDekuPalaceGardenWestFromPalaceVinesGrotto,EntranceDekuPalaceGardenWestFromPalaceVinesGrotto,EntranceGrottoPalaceVinesFromDekuPalaceUpper
EntranceDekuPalaceGardenWestFromPalaceStraightGrotto,Palace Garden Grotto > Garden West,Deku Palace < Palace Garden Grotto West,Grottos,Entrance,EntranceDekuPalaceGardenWestFromPalaceStraightGrotto,EntranceDekuPalaceGardenWestFromPalaceStraightGrotto,EntranceGrottoPalaceStraightFromDekuPalaceB
EntranceDekuPalaceGardenEastFromPalaceStraightGrotto,Palace Garden Grotto > Garden East,Deku Palace < Palace Garden Grotto East,Grottos,Entrance,EntranceDekuPalaceGardenEastFromPalaceStraightGrotto,EntranceDekuPalaceGardenEastFromPalaceStraightGrotto,EntranceGrottoPalaceStraightFromDekuPalaceA
EntranceDekuPalaceGardenEastFromBeanSellerGrotto,Bean Seller Grotto > Deku palace,Deku Palace < Bean seller Grotto,Grottos,Entrance,EntranceDekuPalaceGardenEastFromBeanSellerGrotto,EntranceDekuPalaceGardenEastFromBeanSellerGrotto,EntranceGrottoBeanSellerFromDekuPalace
EntranceDekuPalaceGardenEastFromPalaceVinesGrotto,Palace Vine Grotto > Garden East,Deku Palace < Palace Vine grotto East,Grottos,Entrance,EntranceDekuPalaceGardenEastFromPalaceVinesGrotto,EntranceDekuPalaceGardenEastFromPalaceVinesGrotto,EntranceGrottoPalaceVinesFromDekuPalaceLower
EntranceMountainSmithyFromMountainVillage,Mountain Village > Smithy,Mountain Smithy < Mountain Smithy,Mountain Village,Entrance,EntranceMountainSmithyFromMountainVillage,EntranceMountainSmithyFromMountainVillage,EntranceMountainVillageFromMountainSmithy
EntranceTerminaFieldFromWestClockTown,WCT > Termina,Termina < WCT,West Clock Town,Entrance,EntranceTerminaFieldFromWestClockTown,EntranceTerminaFieldFromWestClockTown,EntranceWestClockTownFromTerminaField
EntranceTerminaFieldFromRoadtoSouthernSwamp,Swamp Road > Termina,Termina < Swamp Road,Road to Southern Swamp,Entrance,EntranceTerminaFieldFromRoadtoSouthernSwamp,EntranceTerminaFieldFromRoadtoSouthernSwamp,EntranceRoadtoSouthernSwampFromTerminaField
EntranceTerminaFieldFromGreatBayCoast,Great Bay > Termina,Termina < Great bay,Great Bay Coast,Entrance,EntranceTerminaFieldFromGreatBayCoast,EntranceTerminaFieldFromGreatBayCoast,EntranceGreatBayCoastFromTerminaField
EntranceTerminaFieldFromPathtoMountainVillage,Mountain Path > Termina,Termina < Mountain Path,Path to Mountain Village,Entrance,EntranceTerminaFieldFromPathtoMountainVillage,EntranceTerminaFieldFromPathtoMountainVillage,EntrancePathtoMountainVillageFromTerminaField
EntranceTerminaFieldFromRoadtoIkana,Ikana Road > Termina,Termina < Ikana Road,Road to Ikana,Entrance,EntranceTerminaFieldFromRoadtoIkana,EntranceTerminaFieldFromRoadtoIkana,EntranceRoadtoIkanaFromTerminaField
EntranceTerminaFieldFromMilkRoad,Milk Road > Termina,Termina < Milk Road,Milk Road,Entrance,EntranceTerminaFieldFromMilkRoad,EntranceTerminaFieldFromMilkRoad,EntranceMilkRoadFromTerminaField
EntranceTerminaFieldFromSouthClockTown,SCT > Termina,Termina < SCT,South Clock Town,Entrance,EntranceTerminaFieldFromSouthClockTown,EntranceTerminaFieldFromSouthClockTown,EntranceSouthClockTownFromTerminaField
EntranceTerminaFieldFromEastClockTown,ECT > Termina,Termina < ECT,East Clock Town,Entrance,EntranceTerminaFieldFromEastClockTown,EntranceTerminaFieldFromEastClockTown,EntranceEastClockTownFromTerminaField
EntranceTerminaFieldFromNorthClockTown,NCT > Termina,Termina < NCT,North Clock Town,Entrance,EntranceTerminaFieldFromNorthClockTown,EntranceTerminaFieldFromNorthClockTown,EntranceNorthClockTownFromTerminaField
EntranceTerminaFieldFromAstralObservatory,Observatory > Termina,Termina < Observatory,Astral Observatory,Entrance,EntranceTerminaFieldFromAstralObservatory,EntranceTerminaFieldFromAstralObservatory,EntranceAstralObservatoryFromTerminaField
EntranceTerminaFieldFromAstralObservatoryTelescope,Observatory > Observatory Telescope,Observatory Telescope < Observatory,Astral Observatory,Entrance,EntranceTerminaFieldFromAstralObservatoryTelescope,EntranceTerminaFieldFromAstralObservatoryTelescope,EntranceAstralObservatoryFromTelescope
EntranceTerminaFieldFromCremiaEscort,Ranch > Cremia Escort,Termina < Cremia Escort,Romani Ranch,Entrance,EntranceTerminaFieldFromCremiaEscort,EntranceTerminaFieldFromCremiaEscort,
EntrancePostOfficeFromWestClockTown,WCT > Post Office,Post Office < WCT,West Clock Town,Entrance,EntrancePostOfficeFromWestClockTown,EntrancePostOfficeFromWestClockTown,EntranceWestClockTownFromPostOffice
EntranceMarineResearchLabFromGreatBayCoast,Great Bay > Great Bay Lab,Great Bay Lab < Great Bay,Great Bay Coast,Entrance,EntranceMarineResearchLabFromGreatBayCoast,EntranceMarineResearchLabFromGreatBayCoast,EntranceGreatBayCoastFromMarineResearchLab
EntranceDampsHouseFromIkanaGraveyardGrave,Graveyard > Day 3 Grave,Dampe House < Graveyard Day 3,Ikana Graveyard,Entrance,EntranceDampesHouseFromIkanaGraveyardGrave,EntranceDampsHouseFromIkanaGraveyardGrave,EntranceIkanaGraveyardFromDay3Grave
EntranceDampsHouseFromIkanaGraveyardDoor,Graveyard > Dampes House,Dampe House < Front door,Ikana Graveyard,Entrance,EntranceDampesHouseFromIkanaGraveyardDoor,EntranceDampsHouseFromIkanaGraveyardDoor,EntranceIkanaGraveyardFromDampesHouse
EntranceGoronShrineFromGoronVillage,Goron Village > Goron Shrine,Goron Shrine < Goron Village,Goron Village,Entrance,EntranceGoronShrineFromGoronVillage,EntranceGoronShrineFromGoronVillage,EntranceGoronVillageFromGoronShrine
EntranceGoronShrineFromGoronShop,Goron Shop > Goron Shrine,Goron Shrine < Goron Shop,Interior,Entrance,EntranceGoronShrineFromGoronShop,EntranceGoronShrineFromGoronShop,EntranceGoronShopFromGoronVillage
EntranceZoraHallFromZoraCapeLand,Zora Cape > Zora Hall Back,Zora Hall < Zora Cape Back,Zora Cape,Entrance,EntranceZoraHallFromZoraCapeLand,EntranceZoraHallFromZoraCapeLand,EntranceZoraCapeFromZoraHallLand
EntranceZoraHallFromZoraCapeWater,Zora Cape > Zora Hall Main,Zora Hall < Zora Cape Main,Zora Cape,Entrance,EntranceZoraHallFromZoraCapeWater,EntranceZoraHallFromZoraCapeWater,EntranceZoraCapeFromZoraHallWater
EntranceZoraHallFromZoraShop,Zora Shop > Zora Hall,Zora Hall < Zora Shop,Interior,Entrance,EntranceZoraHallFromZoraShop,EntranceZoraHallFromZoraShop,EntranceZoraHallRoomsZoraShopFromZoraHall
EntranceZoraHallFromLulusRoom,Lulus Room > Zora Hall,Zora Hall < Lulus room,Interior,Entrance,EntranceZoraHallFromLulusRoom,EntranceZoraHallFromLulusRoom,EntranceZoraHallRoomsLulusRoomFromZoraHall
EntranceZoraHallFromEvansRoom,Evans Room > Zora Hall,Zora Hall < Evans Room,Interior,Entrance,EntranceZoraHallFromEvansRoom,EntranceZoraHallFromEvansRoom,EntranceZoraHallRoomsEvansRoomFromZoraHall
EntranceZoraHallFromJapasRoom,Japas Room > Zora Hall,Zora Hall < Japas room,Interior,Entrance,EntranceZoraHallFromJapasRoom,EntranceZoraHallFromJapasRoom,EntranceZoraHallRoomsJapasRoomFromZoraHall
EntranceZoraHallFromMikauTijosRoom,Tijos Room > Zora Hall,Zora Hall < Tijos Room,Interior,Entrance,EntranceZoraHallFromMikauTijosRoom,EntranceZoraHallFromMikauTijosRoom,EntranceZoraHallRoomsMikauTijosRoomFromZoraHall
EntranceTradingPostFromWestClockTown,WCT > Trading post,Trading Post < WCT,West Clock Town,Entrance,EntranceTradingPostFromWestClockTown,EntranceTradingPostFromWestClockTown,EntranceWestClockTownFromTradingPost
EntranceRomaniRanchFromMilkRoad,Milk Road > Ranch,Ranch < Milk Road,Milk Road,Entrance,EntranceRomaniRanchFromMilkRoad,EntranceRomaniRanchFromMilkRoad,EntranceMilkRoadFromRomaniRanch
EntranceRomaniRanchFromBarn,Ranch Barn > Ranch,Ranch < Barn,Interior,Entrance,EntranceRomaniRanchFromBarn,EntranceRomaniRanchFromBarn,EntranceRanchBarnFromRomaniRanch
EntranceRomaniRanchFromRanchHouse,Ranch House > Ranch,Ranch < House,Interior,Entrance,EntranceRomaniRanchFromRanchHouse,EntranceRomaniRanchFromRanchHouse,EntranceRanchHouseFromRomaniRanch
EntranceRomaniRanchFromCuccoShack,Cucco Shack > Ranch,Ranch < Cucco Shack,Interior,Entrance,EntranceRomaniRanchFromCuccoShack,EntranceRomaniRanchFromCuccoShack,EntranceCuccoShackFromRomaniRanch
EntranceRomaniRanchFromDoggyRacetrack,Dog Race > Ranch,Ranch < Dog Race,Interior,Entrance,EntranceRomaniRanchFromDoggyRacetrack,EntranceRomaniRanchFromDoggyRacetrack,EntranceDoggyRacetrackFromRomaniRanch
EntranceTwinmoldsLairFromStoneTowerTempleInverted,ISTT Boss Room > Twinmold Lair,Twinmold Lair < ISTT Boss Room,Stone Tower Temple,Entrance,EntranceTwinmoldsLairFromStoneTowerTempleInverted,EntranceTwinmoldsLairFromStoneTowerTempleInverted,
EntranceGreatBayCoastFromTerminaField,Termina > Great Bay,Great Bay < Termina,Termina Field,Entrance,EntranceGreatBayCoastFromTerminaField,EntranceGreatBayCoastFromTerminaField,EntranceTerminaFieldFromGreatBayCoast
EntranceGreatBayCoastFromZoraCape,Zora Cape > Great Bay,Great Bay < Zora Cape,Zora Cape,Entrance,EntranceGreatBayCoastFromZoraCape,EntranceGreatBayCoastFromZoraCape,EntranceZoraCapeFromGreatBayCoast
EntranceGreatBayCoastFromGreatBayCoastBeach,Great Bay > Void Out Left,Great Bay < Void Out Left,Great Bay Coast,Entrance,EntranceGreatBayCoastFromGreatBayCoastBeach,EntranceGreatBayCoastFromGreatBayCoastBeach,
EntranceGreatBayCoastFromPinnacleRock,Pinnacle Rock > Great Bay,Great Bay < Pinnacle Rock,Pinnacle Rock,Entrance,EntranceGreatBayCoastFromPinnacleRock,EntranceGreatBayCoastFromPinnacleRock,EntrancePinnacleRockFromGreatBayCoast
EntranceGreatBayCoastFromFishermansHut,Fisherman Hut > Great Bay,Great Bay < Fisherman Hut,Interior,Entrance,EntranceGreatBayCoastFromFishermansHut,EntranceGreatBayCoastFromFishermansHut,EntranceFishermansHutFromGreatBayCoast
EntranceGreatBayCoastFromPiratesFortress,PF EXT > Great Bay,Great Bay < Pirate fortress,Pirates' Fortress Exterior,Entrance,EntranceGreatBayCoastFromPiratesFortress,EntranceGreatBayCoastFromPiratesFortress,EntrancePiratesFortressExteriorFromGreatBayCoast
EntranceGreatBayCoastFromGreatBayCoastNearFortress,Great Bay > Void Out Right,Great Bay < Void Out Right,Great Bay Coast,Entrance,EntranceGreatBayCoastFromGreatBayCoastNearFortress,EntranceGreatBayCoastFromGreatBayCoastNearFortress,
EntranceGreatBayCoastFromMarineResearchLab,Great Bay Lab > Great Bay,Great Bay < Lab,Interior,Entrance,EntranceGreatBayCoastFromMarineResearchLab,EntranceGreatBayCoastFromMarineResearchLab,EntranceMarineResearchLabFromGreatBayCoast
EntranceGreatBayCoastFromOceansideSpiderHouse,Ocean Spider > Great Bay,Great Bay < Ocean spider,Interior,Entrance,EntranceGreatBayCoastFromOceansideSpiderHouse,EntranceGreatBayCoastFromOceansideSpiderHouse,EntranceOceansideSpiderHouseFromGreatBayCoast
EntranceGreatBayCoastFromOwlStatue,Owl Warp > Great Bay,Great Bay < Owl Warp,Owl Warp,Entrance,EntranceGreatBayCoastFromOwlStatue,EntranceGreatBayCoastFromOwlStatue,
EntranceGreatBayCoastFromPiratesFortressThrownOut,PF EXT > Guard Caught,Great Bay < PF EXT Guard Caught,Pirates' Fortress Exterior,Entrance,EntranceGreatBayCoastFromPiratesFortressThrownOut,EntranceGreatBayCoastFromPiratesFortressThrownOut,
EntranceZoraCapeFromGreatBayCoast,Great Bay > Zora Cape,Zora Cape < Great Bay,Great Bay Coast,Entrance,EntranceZoraCapeFromGreatBayCoast,EntranceZoraCapeFromGreatBayCoast,EntranceGreatBayCoastFromZoraCape
EntranceZoraCapeFromZoraHallLand,Zora Hall > Zora Cape Back,Zora Cape < Zora Hall Back,Zora Hall,Entrance,EntranceZoraCapeFromZoraHallLand,EntranceZoraCapeFromZoraHallLand,EntranceZoraHallFromZoraCapeLand
EntranceZoraCapeFromZoraHallWater,Zora Hall > Zora Cape Main,Zora Cape < Zora Hall Main,Zora Hall,Entrance,EntranceZoraCapeFromZoraHallWater,EntranceZoraCapeFromZoraHallWater,EntranceZoraHallFromZoraCapeWater
EntranceZoraCapeFromZoraCape,Zora Cape > Void Out,Zora Cape < Void Out,Zora Cape,Entrance,EntranceZoraCapeFromZoraCape,EntranceZoraCapeFromZoraCape,
EntranceZoraCapeFromWaterfallRapids,Beaver Race > Zora Cape,Zora Cape < Beaver Race,Interior,Entrance,EntranceZoraCapeFromWaterfallRapids,EntranceZoraCapeFromWaterfallRapids,EntranceWaterfallRapidsFromZoraCape
EntranceZoraCapeFromFairysFountain,Great Bay Fairy > Zora Cape,Zora Cape < Great bay Fairy,Interior,Entrance,EntranceZoraCapeFromFairysFountain,EntranceZoraCapeFromFairysFountain,EntranceFairysFountainFromZoraCape
EntranceZoraCapeFromOwlStatue,Owl Warp > Zora Cape,Zora Cape < Owl Warp,Owl Warp,Entrance,EntranceZoraCapeFromOwlStatue,EntranceZoraCapeFromOwlStatue,
EntranceZoraCapeFromGreatBayTemple,Great Bay Temple > Zora Cape,Zora Cape < Great Bay Temple,Great Bay Temple,Entrance,EntranceZoraCapeFromGreatBayTemple,EntranceZoraCapeFromGreatBayTemple,EntranceGreatBayTempleFromZoraCape
EntranceZoraCapeFromGreatBayTempleClear,Gyorgs Lair > Zora Cape,Zora Cape < Gyorg Lair,Great Bay Temple,Entrance,EntranceZoraCapeFromGreatBayTempleClear,EntranceZoraCapeFromGreatBayTempleClear,
EntranceLotteryShopFromWestClockTown,WCT > Lottery,Lottery < WCT,West Clock Town,Entrance,EntranceLotteryShopFromWestClockTown,EntranceLotteryShopFromWestClockTown,EntranceWestClockTownFromLotteryShop
EntrancePiratesFortressExteriorFromGreatBayCoast,Great Bay > Pirates Fortress,Pirate Fortress < Great Bay,Great Bay Coast,Entrance,EntrancePiratesFortressExteriorFromGreatBayCoast,EntrancePiratesFortressExteriorFromGreatBayCoast,EntranceGreatBayCoastFromPiratesFortress
EntrancePiratesFortressExteriorFromPiratesFortressMain,Pirate Fortress > PF EXT,PF EXT < Pirate Fortress,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressExteriorFromPiratesFortressMain,EntrancePiratesFortressExteriorFromPiratesFortressMain,EntrancePiratesFortressFromMainEntrance
EntrancePiratesFortressExteriorFromPiratesFortressSewerMain,PF Sewer > PF EXT Water,PF EXT < PF Sewer Water,Pirates' Fortress Sewer,Entrance,EntrancePiratesFortressExteriorFromPiratesFortressSewerMain,EntrancePiratesFortressExteriorFromPiratesFortressSewerMain,EntrancePiratesFortressSewerFromWater
EntrancePiratesFortressExteriorFromPiratesFortressSewerExhaust,PF Sewer > Exaust,PF EXT < Exaust,Pirates' Fortress Sewer,Entrance,EntrancePiratesFortressExteriorFromPiratesFortressSewerExhaust,EntrancePiratesFortressExteriorFromPiratesFortressSewerExhaust,
EntrancePiratesFortressExteriorFromThrownOut,Pirate Fortress > Guard Caught,PF EXT < PF Guards Caught,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressExteriorFromThrownOut,EntrancePiratesFortressExteriorFromThrownOut,
EntrancePiratesFortressExteriorFromPiratesFortressBalcony,Pirate Fortress > PF EXT Balcony,PF EXT < Pirate Fortress Balcony,Pirates' Fortress Interior,Entrance,EntrancePiratesFortressExteriorFromPiratesFortressBalcony,EntrancePiratesFortressExteriorFromPiratesFortressBalcony,EntrancePiratesFortressFromPiratesFortressExteriorBalcony
EntrancePiratesFortressExteriorFromPiratesFortressSewerDoor,PF Sewer > PF EXT Ledge,PF EXT < PF Sewer ledge,Pirates' Fortress Sewer,Entrance,EntrancePiratesFortressExteriorFromPiratesFortressSewerDoor,EntrancePiratesFortressExteriorFromPiratesFortressSewerDoor,EntrancePiratesFortressSewerFromRear
EntranceFishermansHutFromGreatBayCoast,Great Bay > Fisherman Hut,Fisherman Hut < Great Bay,Great Bay Coast,Entrance,EntranceFishermansHutFromGreatBayCoast,EntranceFishermansHutFromGreatBayCoast,EntranceGreatBayCoastFromFishermansHut
EntranceGoronShopFromGoronVillage,Goron Shrine > Goron Shop,Goron Shop < Goron Shrine,Goron Village,Entrance,EntranceGoronShopFromGoronVillage,EntranceGoronShopFromGoronVillage,EntranceGoronShrineFromGoronShop
EntranceDekuKingsChamberFromDekuPalace,Deku Palace > Deku King,Deku King < Deku Palace,Deku Palace,Entrance,EntranceDekuKingsChamberFromDekuPalace,EntranceDekuKingsChamberFromDekuPalace,EntranceDekuPalaceFromDekuKingsChamberMain
EntranceDekuKingsChamberFromDekuPalaceWestGarden,Deku Palace > Monkey Prison,Deku King < Palace Prison Entry,Deku Palace,Entrance,EntranceDekuKingsChamberFromDekuPalaceWestGarden,EntranceDekuKingsChamberFromDekuPalaceWestGarden,EntranceDekuPalaceFromDekuKingsChamberGardenWest
EntranceGoronTrialFromTheMoon,Moon > Goron trial,Goron Trial < Moon,The Moon,Entrance,EntranceGoronTrialFromTheMoon,EntranceGoronTrialFromTheMoon,EntranceTheMoonFromGoronTrial
EntranceRoadtoSouthernSwampFromTerminaField,Termina > Swamp road,Swamp Road < Termina,Termina Field,Entrance,EntranceRoadtoSouthernSwampFromTerminaField,EntranceRoadtoSouthernSwampFromTerminaField,EntranceTerminaFieldFromRoadtoSouthernSwamp
EntranceRoadtoSouthernSwampFromSouthernSwamp,Swamp > Swamp Road,Swamp Road < Swamp,Southern Swamp,Entrance,EntranceRoadtoSouthernSwampFromSouthernSwamp,EntranceRoadtoSouthernSwampFromSouthernSwamp,EntranceSouthernSwampFromRoadtoSouthernSwamp
EntranceRoadtoSouthernSwampFromSwampShootingGallery,Swamp Shooting > Swamp Road,Swamp Road < Swamp Shooting,Interior,Entrance,EntranceRoadtoSouthernSwampFromSwampShootingGallery,EntranceRoadtoSouthernSwampFromSwampShootingGallery,EntranceSwampShootingGalleryFromRoadtoSouthernSwamp
EntranceDoggyRacetrackFromRomaniRanch,Ranch > Dog Race,Dog Race < Ranch,Romani Ranch,Entrance,EntranceDoggyRacetrackFromRomaniRanch,EntranceDoggyRacetrackFromRomaniRanch,EntranceRomaniRanchFromDoggyRacetrack
EntranceCuccoShackFromRomaniRanch,Ranch > Cucco Shack,Cucco Shack < Ranch,Romani Ranch,Entrance,EntranceCuccoShackFromRomaniRanch,EntranceCuccoShackFromRomaniRanch,EntranceRomaniRanchFromCuccoShack
EntranceIkanaGraveyardFromRoadtoIkana,Ikana Road > Graveyard,Graveyard < Ikana road,Road to Ikana,Entrance,EntranceIkanaGraveyardFromRoadtoIkana,EntranceIkanaGraveyardFromRoadtoIkana,EntranceRoadtoIkanaFromIkanaGraveyard
EntranceIkanaGraveyardFromDay3Grave,,Graveyard < Day 3 Grave,Interior,Entrance,EntranceIkanaGraveyardFromDay3Grave,EntranceIkanaGraveyardFromDay3Grave,EntranceDampesHouseFromIkanaGraveyardGrave
EntranceIkanaGraveyardFromDay2Grave,Beneath Grave > Day 2 Exit,Graveyard < Day 2 Grave,Interior,Entrance,EntranceIkanaGraveyardFromDay2Grave,EntranceIkanaGraveyardFromDay2Grave,EntranceBeneathGraveyardFromIkanaGraveyardNight2
EntranceIkanaGraveyardFromDay1Grave,Beneath Grave > Day 1 Exit,Graveyard < Day 1 Grave,Interior,Entrance,EntranceIkanaGraveyardFromDay1Grave,EntranceIkanaGraveyardFromDay1Grave,EntranceBeneathGraveyardFromIkanaGraveyardNight1
EntranceIkanaGraveyardFromDampesHouse,Dampe House > Door Exit,Graveyard < Dampe House,Interior,Entrance,EntranceIkanaGraveyardFromDampesHouse,EntranceIkanaGraveyardFromDampesHouse,EntranceDampesHouseFromIkanaGraveyardDoor
EntranceGohtsLairFromSnowheadTemple,Snowhead Temple > Gohts Lair,Gohts Lair < Snowhead Temple,Snowhead Temple,Entrance,EntranceGohtsLairFromSnowheadTemple,EntranceGohtsLairFromSnowheadTemple,
EntranceWoodfallFromSouthernSwamp,Swamp > Woodfall,Woodfall < Swamp,Southern Swamp,Entrance,EntranceWoodfallFromSouthernSwamp,EntranceWoodfallFromSouthernSwamp,EntranceSouthernSwampFromWoodfall
EntranceWoodfallFromWoodfallTempleEntrance,Woodfall Temple > Woodfall,Woodfall < Woodfall Temple,Woodfall Temple,Entrance,EntranceWoodfallFromWoodfallTempleEntrance,EntranceWoodfallFromWoodfallTempleEntrance,EntranceWoodfallTempleFromWoodfall
EntranceWoodfallFromFairysFountain,Woodfall Fairy > Woodfall,Woodfall < Woodfall fairy,Interior,Entrance,EntranceWoodfallFromFairysFountain,EntranceWoodfallFromFairysFountain,EntranceFairysFountainFromWoodfall
