DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
DM Crater Volcano Freestanding PoH,DM Crater Volcano Freestanding PoH,Heart Piece,Death Mountain,Item,DMC Volcano Freestanding PoH,Heart Piece,
GS Mountain Crater Bean Patch,GS Mountain Crater Bean Patch,Skull Token,Death Mountain,Item,DMC GS Bean Patch,Gold Skulltula Token,
Crater Fairy Reward,Crater Fairy Reward,Magic Meter Upgrade,Death Mountain,Item,DMC Great Fairy Reward,Magic Meter Upgrade,
Mountain Summit Fairy Reward,Mountain Summit Fairy Reward,Magic Meter Upgrade,Death Mountain,Item,DMT Great Fairy Reward,Magic Meter Upgrade,
GS Zora River Tree,GS Zora River Tree,Skull Token,Zora River,Item,ZR GS Tree,Gold Skulltula Token,
Magic Bean Salesman,Magic Bean Salesman,Magic Beans,Zora River,Item,ZR Magic Bean Salesman,Magic Beans,
Frog Ocarina Game,Frog Ocarina Game,Heart Piece,Zora River,Item,ZR Frogs Ocarina Game,Heart Piece,
Frogs in the Rain,Frogs in the Rain,Heart Piece,Zora River,Item,ZR Frogs in the Rain,Heart Piece,
Zora River Lower Freestanding PoH,Zora River Lower Freestanding PoH,Heart Piece,Zora River,Item,ZR Near Open Grotto Freestanding PoH,Heart Piece,
Zora River Upper Freestanding PoH,Zora River Upper Freestanding PoH,Heart Piece,Zora River,Item,ZR Near Domain Freestanding PoH,Heart Piece,
GS Zora River Ladder,GS Zora River Ladder,Skull Token,Zora River,Item,ZR GS Ladder,Gold Skulltula Token,
GS Zora River Near Raised Grottos,GS Zora River Near Raised Grottos,Skull Token,Zora River,Item,ZR GS Near Raised Grottos,Gold Skulltula Token,
GS Zora River Above Bridge,GS Zora River Above Bridge,Skull Token,Zora River,Item,ZR GS Above Bridge,Gold Skulltula Token,
Diving Minigame,Diving Minigame,Scale Upgrade,Zora River,Item,ZD Diving Minigame,Scale Upgrade,
Zoras Domain Torch Run,Zoras Domain Torch Run,Heart Piece,Zora River,Item,ZD Chest,Heart Piece,
King Zora Thawed,King Zora Thawed,Zora Tunic,Zora River,Item,ZD King Zora Thawed,Zora Tunic,
GS Zora's Domain Frozen Waterfall,GS Zora's Domain Frozen Waterfall,Skull Token,Zora River,Item,ZD GS Frozen Waterfall,Gold Skulltula Token,
Zoras Fountain Iceberg Freestanding PoH,Zoras Fountain Iceberg Freestanding PoH,Heart Piece,Zora River,Item,ZF Iceberg Freestanding PoH,Heart Piece,
Zoras Fountain Bottom Freestanding PoH,Zoras Fountain Bottom Freestanding PoH,Heart Piece,Zora River,Item,ZF Bottom Freestanding PoH,Heart Piece,
GS Zora's Fountain Tree,GS Zora's Fountain Tree,Skull Token,Zora River,Item,ZF GS Tree,Gold Skulltula Token,
GS Zora's Fountain Above the Log,GS Zora's Fountain Above the Log,Skull Token,Zora River,Item,ZF GS Above the Log,Gold Skulltula Token,
GS Zora's Fountain Hidden Cave,GS Zora's Fountain Hidden Cave,Skull Token,Zora River,Item,ZF GS Hidden Cave,Gold Skulltula Token,
Zora Shop Item 5,Zora Shop Item 5,Red Potion,Zora River,Item,ZD Shop Item 5,Red Potion,
Zora Shop Item 6,Zora Shop Item 6,50 Arrows,Zora River,Item,ZD Shop Item 6,50 Arrows,
Zora Shop Item 7,Zora Shop Item 7,Fish,Zora River,Item,ZD Shop Item 7,Fish,
Zora Shop Item 8,Zora Shop Item 8,Deku Nuts,Zora River,Item,ZD Shop Item 8,Deku Nuts,
Zoras Fountain Fairy Reward,Zoras Fountain Fairy Reward,Farores Wind,Zora River,Item,ZF Great Fairy Reward,Farores Wind,
GS Lon Lon Ranch Tree,GS Lon Lon Ranch Tree,Skull Token,Lon Lon Ranch,Item,LLR GS Tree,Gold Skulltula Token,
GS Lon Lon Ranch Rain Shed,GS Lon Lon Ranch Rain Shed,Skull Token,Lon Lon Ranch,Item,LLR GS Rain Shed,Gold Skulltula Token,
GS Lon Lon Ranch House Window,GS Lon Lon Ranch House Window,Skull Token,Lon Lon Ranch,Item,LLR GS House Window,Gold Skulltula Token,
GS Lon Lon Ranch Back Wall,GS Lon Lon Ranch Back Wall,Skull Token,Lon Lon Ranch,Item,LLR GS Back Wall,Gold Skulltula Token,
Talons Chickens,Talons Chickens,Empty Bottle,Lon Lon Ranch,Item,LLR Talons Chickens,Empty Bottle,
LLR Stables Left Cow,LLR Stables Left Cow,Milk,Lon Lon Ranch,Item,LLR Stables Left Cow,Milk,
LLR Stables Right Cow,LLR Stables Right Cow,Milk,Lon Lon Ranch,Item,LLR Stables Right Cow,Milk,
Lon Lon Tower Freestanding PoH,Lon Lon Tower Freestanding PoH,Heart Piece,Lon Lon Ranch,Item,LLR Freestanding PoH,Heart Piece,
LLR Tower Left Cow,LLR Tower Left Cow,Milk,Lon Lon Ranch,Item,LLR Tower Left Cow,Milk,
LLR Tower Right Cow,LLR Tower Right Cow,Milk,Lon Lon Ranch,Item,LLR Tower Right Cow,Milk,
Ganons Tower Boss Key Chest,Ganons Tower Boss Key Chest,Ganons Tower Boss Key,Ganons Tower,Item,Ganons Tower Boss Key Chest,Ganons Tower Boss Key,
Kokiri Forest Storms Grotto Chest,Kokiri Forest Storms Grotto Chest,Red Rupee,Kokiri Forest,Item,KF Storms Grotto Chest,Rupees (20),
Lost Woods Generic Grotto Chest,Lost Woods Generic Grotto Chest,Blue Rupee,Lost Woods,Item,LW Near Shortcuts Grotto Chest,Blue Rupee,
Deku Theater Skull Mask,Deku Theater Skull Mask,Deku Stick Upgrade,Lost Woods,Item,Deku Theater Skull Mask,Deku Stick Upgrade,
Deku Theater Mask of Truth,Deku Theater Mask of Truth,Deku Nut Upgrade,Lost Woods,Item,Deku Theater Mask of Truth,Deku Nut Upgrade,
LW Grotto Deku Scrub Arrows,LW Grotto Deku Scrub Arrows,10 Arrows,Lost Woods,Item,LW Deku Scrub Grotto Rear,10 Arrows,
LW Grotto Deku Scrub Deku Nut Upgrade,LW Grotto Deku Scrub Deku Nut Upgrade,Deku Nut Upgrade,Lost Woods,Item,LW Deku Scrub Grotto Front,Deku Nut Upgrade,
SFM Grotto Deku Scrub Red Potion,SFM Grotto Deku Scrub Red Potion,Red Potion,Lost Woods,Item,SFM Deku Scrub Grotto Rear,Red Potion,
SFM Grotto Deku Scrub Green Potion,SFM Grotto Deku Scrub Green Potion,Green Potion,Lost Woods,Item,SFM Deku Scrub Grotto Front,Green Potion,
Wolfos Grotto Chest,Wolfos Grotto Chest,Purple Rupee,Lost Woods,Item,SFM Wolfos Grotto Chest,Purple Rupee,
LLR Grotto Deku Scrub Deku Nuts,LLR Grotto Deku Scrub Deku Nuts,Deku Nuts,Lon Lon Ranch,Item,LLR Deku Scrub Grotto Left,Deku Nuts,
LLR Grotto Deku Scrub Bombs,LLR Grotto Deku Scrub Bombs,5 Bombs,Lon Lon Ranch,Item,LLR Deku Scrub Grotto Right,Bombs (5),
LLR Grotto Deku Scrub Arrows,LLR Grotto Deku Scrub Arrows,10 Arrows,Lon Lon Ranch,Item,LLR Deku Scrub Grotto Center,10 Arrows,
Remote Southern Grotto Chest,Remote Southern Grotto Chest,Red Rupee,Hyrule Field,Item,HF Southeast Grotto Chest,Rupees (20),
Field Near Lake Outside Fence Grotto Chest,Field Near Lake Outside Fence Grotto Chest,Blue Rupee,Hyrule Field,Item,HF Open Grotto Chest,Blue Rupee,
HF Grotto Deku Scrub Piece of Heart,HF Grotto Deku Scrub Piece of Heart,Heart Piece,Hyrule Field,Item,HF Deku Scrub Grotto,Heart Piece,
GS Hyrule Field Near Gerudo Valley,GS Hyrule Field Near Gerudo Valley,Skull Token,Hyrule Field,Item,HF GS Cow Grotto,Gold Skulltula Token,
HF Grotto Cow,HF Grotto Cow,Milk,Hyrule Field,Item,HF Cow Grotto Cow,Milk,
Field West Castle Town Grotto Chest,Field West Castle Town Grotto Chest,Blue Rupee,Hyrule Field,Item,HF Near Market Grotto Chest,Blue Rupee,
GS Hyrule Field near Kakariko,GS Hyrule Field near Kakariko,Skull Token,Hyrule Field,Item,HF GS Near Kak Grotto,Gold Skulltula Token,
Tektite Grotto Freestanding PoH,Tektite Grotto Freestanding PoH,Heart Piece,Hyrule Field,Item,HF Tektite Grotto Freestanding PoH,Heart Piece,
GS Hyrule Castle Grotto,GS Hyrule Castle Grotto,Skull Token,Hyrule Field,Item,HC GS Storms Grotto,Gold Skulltula Token,
Redead Grotto Chest,Redead Grotto Chest,Huge Rupee,Kakariko Village,Item,Kak Redead Grotto Chest,Huge Rupee,
Kakariko Back Grotto Chest,Kakariko Back Grotto Chest,Red Rupee,Kakariko Village,Item,Kak Open Grotto Chest,Rupees (20),
DMT Grotto Cow,DMT Grotto Cow,Milk,Death Mountain,Item,DMT Cow Grotto Cow,Milk,
Mountain Storms Grotto Chest,Mountain Storms Grotto Chest,Huge Rupee,Death Mountain,Item,DMT Storms Grotto Chest,Huge Rupee,
Goron Grotto Deku Scrub Deku Nuts,Goron Grotto Deku Scrub Deku Nuts,Deku Nuts,Death Mountain,Item,GC Deku Scrub Grotto Left,Deku Nuts,
Goron Grotto Deku Scrub Bombs,Goron Grotto Deku Scrub Bombs,5 Bombs,Death Mountain,Item,GC Deku Scrub Grotto Right,Bombs (5),
Goron Grotto Deku Scrub Arrows,Goron Grotto Deku Scrub Arrows,10 Arrows,Death Mountain,Item,GC Deku Scrub Grotto Center,10 Arrows,
Top of Crater Grotto Chest,Top of Crater Grotto Chest,5 Bombs,Death Mountain,Item,DMC Upper Grotto Chest,Bombs (5),
DMC Grotto Deku Scrub Deku Nuts,DMC Grotto Deku Scrub Deku Nuts,Deku Nuts,Death Mountain,Item,DMC Deku Scrub Grotto Left,Deku Nuts,
DMC Grotto Deku Scrub Bombs,DMC Grotto Deku Scrub Bombs,5 Bombs,Death Mountain,Item,DMC Deku Scrub Grotto Right,Bombs (5),
DMC Grotto Deku Scrub Arrows,DMC Grotto Deku Scrub Arrows,10 Arrows,Death Mountain,Item,DMC Deku Scrub Grotto Center,10 Arrows,
Zora River Plateau Open Grotto Chest,Zora River Plateau Open Grotto Chest,Red Rupee,Zora River,Item,ZR Open Grotto Chest,Rupees (20),
ZR Grotto Deku Scrub Red Potion,ZR Grotto Deku Scrub Red Potion,Red Potion,Zora River,Item,ZR Deku Scrub Grotto Rear,Red Potion,
ZR Grotto Deku Scrub Green Potion,ZR Grotto Deku Scrub Green Potion,Green Potion,Zora River,Item,ZR Deku Scrub Grotto Front,Green Potion,
LH Grotto Deku Scrub Deku Nuts,LH Grotto Deku Scrub Deku Nuts,Deku Nuts,Lake Hylia,Item,LH Deku Scrub Grotto Left,Deku Nuts,
LH Grotto Deku Scrub Bombs,LH Grotto Deku Scrub Bombs,5 Bombs,Lake Hylia,Item,LH Deku Scrub Grotto Right,Bombs (5),
LH Grotto Deku Scrub Arrows,LH Grotto Deku Scrub Arrows,10 Arrows,Lake Hylia,Item,LH Deku Scrub Grotto Center,10 Arrows,
Desert Grotto Deku Scrub Red Potion,Desert Grotto Deku Scrub Red Potion,Red Potion,Gerudo Desert,Item,Colossus Deku Scrub Grotto Rear,Red Potion,
Desert Grotto Deku Scrub Green Potion,Desert Grotto Deku Scrub Green Potion,Green Potion,Gerudo Desert,Item,Colossus Deku Scrub Grotto Front,Green Potion,
Valley Grotto Deku Scrub Red Potion,Valley Grotto Deku Scrub Red Potion,Red Potion,Gerudo Desert,Item,GV Deku Scrub Grotto Rear,Red Potion,
Valley Grotto Deku Scrub Green Potion,Valley Grotto Deku Scrub Green Potion,Green Potion,Deku Tree,Item,GV Deku Scrub Grotto Front,Green Potion,
Deku Tree Lobby Chest,Deku Tree Lobby Chest,Deku Tree Map,Deku Tree,Item,Deku Tree Map Chest,Deku Tree Map,
Deku Tree Compass Chest,Deku Tree Compass Chest,Deku Tree Compass,Deku Tree,Item,Deku Tree Compass Chest,Deku Tree Compass,
Deku Tree Compass Room Side Chest,Deku Tree Compass Room Side Chest,Recovery Heart,Deku Tree,Item,Deku Tree Compass Room Side Chest,Recovery Heart,
Deku Tree Basement Chest,Deku Tree Basement Chest,Recovery Heart,Deku Tree,Item,Deku Tree Basement Chest,Recovery Heart,
GS Deku Tree Compass Room,GS Deku Tree Compass Room,Skull Token,Deku Tree,Item,Deku Tree GS Compass Room,Gold Skulltula Token,
GS Deku Tree Basement Vines,GS Deku Tree Basement Vines,Skull Token,Deku Tree,Item,Deku Tree GS Basement Vines,Gold Skulltula Token,
GS Deku Tree Basement Gate,GS Deku Tree Basement Gate,Skull Token,Deku Tree,Item,Deku Tree GS Basement Gate,Gold Skulltula Token,
GS Deku Tree Basement Back Room,GS Deku Tree Basement Back Room,Skull Token,Deku Tree,Item,Deku Tree GS Basement Back Room,Gold Skulltula Token,
Deku Tree Slingshot Chest,Deku Tree Slingshot Chest,Slingshot,Deku Tree,Item,Deku Tree Slingshot Chest,Slingshot,
Deku Tree Slingshot Room Side Chest,Deku Tree Slingshot Room Side Chest,Recovery Heart,Deku Tree,Item,Deku Tree Slingshot Room Side Chest,Recovery Heart,
Queen Gohma Heart,Queen Gohma Heart,Heart Container,Deku Tree,Item,Deku Tree Queen Gohma Heart,Heart Container,
Dodongos Cavern Map Chest,Dodongos Cavern Map Chest,Dodongos Cavern Map,Dodongos Cavern,Item,Dodongos Cavern Map Chest,Dodongos Cavern Map,
Dodongos Cavern Compass Chest,Dodongos Cavern Compass Chest,Dodongos Cavern Compass,Dodongos Cavern,Item,Dodongos Cavern Compass Chest,Dodongos Cavern Compass,
GS Dodongo's Cavern East Side Room,GS Dodongo's Cavern East Side Room,Skull Token,Dodongos Cavern,Item,Dodongos Cavern GS Side Room Near Lower Lizalfos,Gold Skulltula Token,
GS Dodongo's Cavern Scarecrow,GS Dodongo's Cavern Scarecrow,Skull Token,Dodongos Cavern,Item,Dodongos Cavern GS Scarecrow,Gold Skulltula Token,
DC Deku Scrub Deku Sticks,DC Deku Scrub Deku Sticks,Deku Stick,Dodongos Cavern,Item,Dodongos Cavern Deku Scrub Side Room Near Dodongos,Deku Stick,
DC Deku Scrub Deku Shield,DC Deku Scrub Deku Shield,Deku Shield,Dodongos Cavern,Item,Dodongos Cavern Deku Scrub Lobby,Deku Shield,
Dodongos Cavern Bomb Flower Platform,Dodongos Cavern Bomb Flower Platform,Red Rupee,Dodongos Cavern,Item,Dodongos Cavern Bomb Flower Platform Chest,Rupees (20),
GS Dodongo's Cavern Vines Above Stairs,GS Dodongo's Cavern Vines Above Stairs,Skull Token,Dodongos Cavern,Item,Dodongos Cavern GS Vines Above Stairs,Gold Skulltula Token,
DC Deku Scrub Deku Seeds,DC Deku Scrub Deku Seeds,Deku Seeds,Dodongos Cavern,Item,Dodongos Cavern Deku Scrub Near Bomb Bag Right,Deku Seeds,
DC Deku Scrub Deku Nuts,DC Deku Scrub Deku Nuts,Deku Nuts,Dodongos Cavern,Item,Dodongos Cavern Deku Scrub Near Bomb Bag Left,Deku Nuts,
Dodongos Cavern Bomb Bag Chest,Dodongos Cavern Bomb Bag Chest,Bomb Bag Upgrade,Dodongos Cavern,Item,Dodongos Cavern Bomb Bag Chest,Bomb Bag Upgrade,
Dodongos Cavern End of Bridge Chest,Dodongos Cavern End of Bridge Chest,Blue Rupee,Dodongos Cavern,Item,Dodongos Cavern End of Bridge Chest,Blue Rupee,
GS Dodongo's Cavern Alcove Above Stairs,GS Dodongo's Cavern Alcove Above Stairs,Skull Token,Dodongos Cavern,Item,Dodongos Cavern GS Alcove Above Stairs,Gold Skulltula Token,
Chest Above King Dodongo,Chest Above King Dodongo,5 Bombs,Dodongos Cavern,Item,Dodongos Cavern Boss Room Chest,Bombs (5),
King Dodongo Heart,King Dodongo Heart,Heart Container,Dodongos Cavern,Item,Dodongos Cavern King Dodongo Heart,Heart Container,
GS Dodongo's Cavern Back Room,GS Dodongo's Cavern Back Room,Skull Token,Dodongos Cavern,Item,Dodongos Cavern GS Back Room,Gold Skulltula Token,
Boomerang Chest,Boomerang Chest,Boomerang,Jabu Jabus Belly,Item,Jabu Jabus Belly Boomerang Chest,Boomerang,
GS Jabu Jabu Water Switch Room,GS Jabu Jabu Water Switch Room,Skull Token,Jabu Jabus Belly,Item,Jabu Jabus Belly GS Water Switch Room,Gold Skulltula Token,
GS Jabu Jabu Lobby Basement Lower,GS Jabu Jabu Lobby Basement Lower,Skull Token,Jabu Jabus Belly,Item,Jabu Jabus Belly GS Lobby Basement Lower,Gold Skulltula Token,
GS Jabu Jabu Lobby Basement Upper,GS Jabu Jabu Lobby Basement Upper,Skull Token,Jabu Jabus Belly,Item,Jabu Jabus Belly GS Lobby Basement Upper,Gold Skulltula Token,
Jabu Deku Scrub Deku Nuts,Jabu Deku Scrub Deku Nuts,Deku Nuts,Jabu Jabus Belly,Item,Jabu Jabus Belly Deku Scrub,Deku Nuts,
Jabu Jabus Belly Map Chest,Jabu Jabus Belly Map Chest,Jabu Jabus Belly Map,Jabu Jabus Belly,Item,Jabu Jabus Belly Map Chest,Jabu Jabus Belly Map,
Jabu Jabus Belly Compass Chest,Jabu Jabus Belly Compass Chest,Jabu Jabus Belly Compass,Jabu Jabus Belly,Item,Jabu Jabus Belly Compass Chest,Jabu Jabus Belly Compass,
Barinade Heart,Barinade Heart,Heart Container,Jabu Jabus Belly,Item,Jabu Jabus Belly Barinade Heart,Heart Container,
GS Jabu Jabu Near Boss,GS Jabu Jabu Near Boss,Skull Token,Jabu Jabus Belly,Item,Jabu Jabus Belly GS Near Boss,Gold Skulltula Token,
Forest Temple First Chest,Forest Temple First Chest,Forest Temple Small Key,Forest Temple,Item,Forest Temple First Room Chest,Forest Temple Small Key,
Forest Temple Chest Behind Lobby,Forest Temple Chest Behind Lobby,Forest Temple Small Key,Forest Temple,Item,Forest Temple First Stalfos Chest,Forest Temple Small Key,
GS Forest Temple First Room,GS Forest Temple First Room,Skull Token,Forest Temple,Item,Forest Temple GS First Room,Gold Skulltula Token,
GS Forest Temple Lobby,GS Forest Temple Lobby,Skull Token,Forest Temple,Item,Forest Temple GS Lobby,Gold Skulltula Token,
GS Forest Temple Outdoor West,GS Forest Temple Outdoor West,Skull Token,Forest Temple,Item,Forest Temple GS Level Island Courtyard,Gold Skulltula Token,
Forest Temple Outside Hookshot Chest,Forest Temple Outside Hookshot Chest,Recovery Heart,Forest Temple,Item,Forest Temple Raised Island Courtyard Chest,Recovery Heart,
GS Forest Temple Outdoor East,GS Forest Temple Outdoor East,Skull Token,Forest Temple,Item,Forest Temple GS Raised Island Courtyard,Gold Skulltula Token,
Forest Temple Well Chest,Forest Temple Well Chest,Forest Temple Small Key,Forest Temple,Item,Forest Temple Well Chest,Forest Temple Small Key,
Forest Temple Map Chest,Forest Temple Map Chest,Forest Temple Map,Forest Temple,Item,Forest Temple Map Chest,Forest Temple Map,
Forest Temple Falling Room Chest,Forest Temple Falling Room Chest,10 Arrows,Forest Temple,Item,Forest Temple Falling Ceiling Room Chest,10 Arrows,
Forest Temple Block Push Chest,Forest Temple Block Push Chest,10 Arrows,Forest Temple,Item,Forest Temple Eye Switch Chest,10 Arrows,
Forest Temple Boss Key Chest,Forest Temple Boss Key Chest,Forest Temple Boss Key,Forest Temple,Item,Forest Temple Boss Key Chest,Forest Temple Boss Key,
Forest Temple Floormaster Chest,Forest Temple Floormaster Chest,Forest Temple Small Key,Forest Temple,Item,Forest Temple Floormaster Chest,Forest Temple Small Key,
Forest Temple Bow Chest,Forest Temple Bow Chest,Quiver Upgrade,Forest Temple,Item,Forest Temple Bow Chest,Quiver Upgrade,
Forest Temple Red Poe Chest,Forest Temple Red Poe Chest,Forest Temple Small Key,Forest Temple,Item,Forest Temple Red Poe Chest,Forest Temple Small Key,
Forest Temple Blue Poe Chest,Forest Temple Blue Poe Chest,Forest Temple Compass,Forest Temple,Item,Forest Temple Blue Poe Chest,Forest Temple Compass,
Forest Temple Near Boss Chest,Forest Temple Near Boss Chest,10 Arrows,Forest Temple,Item,Forest Temple Basement Chest,10 Arrows,
Phantom Ganon Heart,Phantom Ganon Heart,Heart Container,Forest Temple,Item,Forest Temple Phantom Ganon Heart,Heart Container,
GS Forest Temple Basement,GS Forest Temple Basement,Skull Token,Forest Temple,Item,Forest Temple GS Basement,Gold Skulltula Token,
Bottom of the Well Front Left Hidden Wall,Bottom of the Well Front Left Hidden Wall,Bottom of the Well Small Key,Bottom of the Well,Item,Bottom of the Well Front Left Fake Wall Chest,Bottom of the Well Small Key,
Bottom of the Well Front Center Bombable,Bottom of the Well Front Center Bombable,10 Bombchus,Bottom of the Well,Item,Bottom of the Well Front Center Bombable Chest,Bombchus,
Bottom of the Well Right Bottom Hidden Wall,Bottom of the Well Right Bottom Hidden Wall,Bottom of the Well Small Key,Bottom of the Well,Item,Bottom of the Well Right Bottom Fake Wall Chest,Bottom of the Well Small Key,
Bottom of the Well Center Large Chest,Bottom of the Well Center Large Chest,Bottom of the Well Compass,Bottom of the Well,Item,Bottom of the Well Compass Chest,Bottom of the Well Compass,
Bottom of the Well Center Small Chest,Bottom of the Well Center Small Chest,Deku Nuts,Bottom of the Well,Item,Bottom of the Well Center Skulltula Chest,Deku Nuts,
Bottom of the Well Back Left Bombable,Bottom of the Well Back Left Bombable,Deku Nuts,Bottom of the Well,Item,Bottom of the Well Back Left Bombable Chest,Deku Nuts,
Bottom of the Well Freestanding Key,Bottom of the Well Freestanding Key,Bottom of the Well Small Key,Bottom of the Well,Item,Bottom of the Well Freestanding Key,Bottom of the Well Small Key,
Bottom of the Well Defeat Boss,Bottom of the Well Defeat Boss,Lens of Truth,Bottom of the Well,Item,Bottom of the Well Lens of Truth Chest,Lens of Truth,
Bottom of the Well Invisible Chest,Bottom of the Well Invisible Chest,Golden Rupee,Bottom of the Well,Item,Bottom of the Well Invisible Chest,Golden Rupee,
Bottom of the Well Underwater Front Chest,Bottom of the Well Underwater Front Chest,5 Bombs,Bottom of the Well,Item,Bottom of the Well Underwater Front Chest,Bombs (5),
Bottom of the Well Underwater Left Chest,Bottom of the Well Underwater Left Chest,Recovery Heart,Bottom of the Well,Item,Bottom of the Well Underwater Left Chest,Recovery Heart,
Bottom of the Well Basement Chest,Bottom of the Well Basement Chest,Bottom of the Well Map,Bottom of the Well,Item,Bottom of the Well Map Chest,Bottom of the Well Map,
Bottom of the Well Locked Pits,Bottom of the Well Locked Pits,Blue Rupee,Bottom of the Well,Item,Bottom of the Well Fire Keese Chest,Blue Rupee,
Bottom of the Well Behind Right Grate,Bottom of the Well Behind Right Grate,Hylian Shield,Bottom of the Well,Item,Bottom of the Well Like Like Chest,Hylian Shield,
GS Well West Inner Room,GS Well West Inner Room,Skull Token,Bottom of the Well,Item,Bottom of the Well GS West Inner Room,Gold Skulltula Token,
GS Well East Inner Room,GS Well East Inner Room,Skull Token,Bottom of the Well,Item,Bottom of the Well GS East Inner Room,Gold Skulltula Token,
GS Well Like Like Cage,GS Well Like Like Cage,Skull Token,Bottom of the Well,Item,Bottom of the Well GS Like Like Cage,Gold Skulltula Token,
Fire Temple Chest Near Boss,Fire Temple Chest Near Boss,,Fire Temple,Item,Fire Temple Near Boss Chest,,
Fire Temple Fire Dancer Chest,Fire Temple Fire Dancer Chest,,Fire Temple,Item,Fire Temple Flare Dancer Chest,,
Fire Temple Boss Key Chest,Fire Temple Boss Key Chest,Fire Temple Boss Key,Fire Temple,Item,Fire Temple Boss Key Chest,Fire Temple Boss Key,
Volvagia Heart,Volvagia Heart,Heart Container,Fire Temple,Item,Fire Temple Volvagia Heart,Heart Container,
GS Fire Temple Basement,GS Fire Temple Basement,Skull Token,Fire Temple,Item,Fire Temple GS Boss Key Loop,Gold Skulltula Token,
Fire Temple Big Lava Room Open Chest,Fire Temple Big Lava Room Open Chest,,Fire Temple,Item,Fire Temple Big Lava Room Lower Open Door Chest,,
Fire Temple Big Lava Room Bombable Chest,Fire Temple Big Lava Room Bombable Chest,,Fire Temple,Item,Fire Temple Big Lava Room Blocked Door Chest,,
GS Fire Temple Song of Time Room,GS Fire Temple Song of Time Room,Skull Token,Fire Temple,Item,Fire Temple GS Song of Time Room,Gold Skulltula Token,
Fire Temple Boulder Maze Lower Chest,Fire Temple Boulder Maze Lower Chest,,Fire Temple,Item,Fire Temple Boulder Maze Lower Chest,,
Fire Temple Boulder Maze Upper Chest,Fire Temple Boulder Maze Upper Chest,,Fire Temple,Item,Fire Temple Boulder Maze Upper Chest,,
Fire Temple Boulder Maze Side Room,Fire Temple Boulder Maze Side Room,,Fire Temple,Item,Fire Temple Boulder Maze Side Room Chest,,
Fire Temple Boulder Maze Bombable Pit,Fire Temple Boulder Maze Bombable Pit,,Fire Temple,Item,Fire Temple Boulder Maze Shortcut Chest,,
Fire Temple Scarecrow Chest,Fire Temple Scarecrow Chest,,Fire Temple,Item,Fire Temple Scarecrow Chest,,
Fire Temple Map Chest,Fire Temple Map Chest,Fire Temple Map,Fire Temple,Item,Fire Temple Map Chest,Fire Temple Map,
Fire Temple Compass Chest,Fire Temple Compass Chest,Fire Temple Compass,Fire Temple,Item,Fire Temple Compass Chest,Fire Temple Compass,
GS Fire Temple Unmarked Bomb Wall,GS Fire Temple Unmarked Bomb Wall,Skull Token,Fire Temple,Item,Fire Temple GS Boulder Maze,Gold Skulltula Token,
GS Fire Temple East Tower Climb,GS Fire Temple East Tower Climb,Skull Token,Fire Temple,Item,Fire Temple GS Scarecrow Climb,Gold Skulltula Token,
GS Fire Temple East Tower Top,GS Fire Temple East Tower Top,Skull Token,Fire Temple,Item,Fire Temple GS Scarecrow Top,Gold Skulltula Token,
Fire Temple Highest Goron Chest,Fire Temple Highest Goron Chest,,Fire Temple,Item,Fire Temple Highest Goron Chest,,
Fire Temple Megaton Hammer Chest,Fire Temple Megaton Hammer Chest,Megaton Hammer,Fire Temple,Item,Fire Temple Megaton Hammer Chest,Megaton Hammer,
Ice Cavern Map Chest,Ice Cavern Map Chest,Ice Cavern Map,Ice Cavern,Item,Ice Cavern Map Chest,Ice Cavern Map,
Ice Cavern Compass Chest,Ice Cavern Compass Chest,Ice Cavern Compass,Ice Cavern,Item,Ice Cavern Compass Chest,Ice Cavern Compass,
Ice Cavern Iron Boots Chest,Ice Cavern Iron Boots Chest,Iron Boots,Ice Cavern,Item,Ice Cavern Iron Boots Chest,Iron Boots,
Ice Cavern Freestanding PoH,Ice Cavern Freestanding PoH,Heart Piece,Ice Cavern,Item,Ice Cavern Freestanding PoH,Heart Piece,
GS Ice Cavern Spinning Scythe Room,GS Ice Cavern Spinning Scythe Room,Skull Token,Ice Cavern,Item,Ice Cavern GS Spinning Scythe Room,Gold Skulltula Token,
GS Ice Cavern Heart Piece Room,GS Ice Cavern Heart Piece Room,Skull Token,Ice Cavern,Item,Ice Cavern GS Heart Piece Room,Gold Skulltula Token,
GS Ice Cavern Push Block Room,GS Ice Cavern Push Block Room,Skull Token,Ice Cavern,Item,Ice Cavern GS Push Block Room,Gold Skulltula Token,
Morpha Heart,Morpha Heart,Heart Container,Water Temple,Item,Water Temple Morpha Heart,Heart Container,
Water Temple Map Chest,Water Temple Map Chest,Water Temple Map,Water Temple,Item,Water Temple Map Chest,Water Temple Map,
Water Temple Compass Chest,Water Temple Compass Chest,Water Temple Compass,Water Temple,Item,Water Temple Compass Chest,Water Temple Compass,
Water Temple Torches Chest,Water Temple Torches Chest,,Water Temple,Item,Water Temple Torches Chest,,
Water Temple Central Bow Target Chest,Water Temple Central Bow Target Chest,,Water Temple,Item,Water Temple Central Bow Target Chest,,
GS Water Temple South Basement,GS Water Temple South Basement,Skull Token,Water Temple,Item,Water Temple GS Behind Gate,Gold Skulltula Token,
Water Temple Boss Key Chest,Water Temple Boss Key Chest,Water Temple Boss Key,Water Temple,Item,Water Temple Boss Key Chest,Water Temple Boss Key,
