DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem
Gerudo Training Grounds Stalfos Chest,Gerudo Training Grounds Stalfos Chest,,,Item,Gerudo Training Grounds Stalfos Chest,
Gerudo Training Grounds Beamos Chest,Gerudo Training Grounds Beamos Chest,,,Item,Gerudo Training Grounds Beamos Chest,
Gerudo Training Grounds Hidden Ceiling Chest,Gerudo Training Grounds Hidden Ceiling Chest,,,Item,Gerudo Training Grounds Hidden Ceiling Chest,
Gerudo Training Grounds Maze Path First Chest,Gerudo Training Grounds Maze Path First Chest,,,Item,Gerudo Training Grounds Maze Path First Chest,
Gerudo Training Grounds Maze Path Second Chest,Gerudo Training Grounds Maze Path Second Chest,,,Item,Gerudo Training Grounds Maze Path Second Chest,
Gerudo Training Grounds Maze Path Third Chest,Gerudo Training Grounds Maze Path Third Chest,,,Item,Gerudo Training Grounds Maze Path Third Chest,
Gerudo Training Grounds Maze Path Final Chest,Gerudo Training Grounds Maze Path Final Chest,,,Item,Gerudo Training Grounds Maze Path Final Chest,
Gerudo Training Grounds Maze Right Central Chest,Gerudo Training Grounds Maze Right Central Chest,,,Item,Gerudo Training Grounds Maze Right Central Chest,
Gerudo Training Grounds Maze Right Side Chest,Gerudo Training Grounds Maze Right Side Chest,,,Item,Gerudo Training Grounds Maze Right Side Chest,
Gerudo Training Grounds Freestanding Key,Gerudo Training Grounds Freestanding Key,,,Item,Gerudo Training Grounds Freestanding Key,
Gerudo Training Grounds Underwater Silver Rupee Chest,Gerudo Training Grounds Underwater Silver Rupee Chest,,,Item,Gerudo Training Grounds Underwater Silver Rupee Chest,
Gerudo Training Grounds Hammer Room Clear Chest,Gerudo Training Grounds Hammer Room Clear Chest,,,Item,Gerudo Training Grounds Hammer Room Clear Chest,
Gerudo Training Grounds Hammer Room Switch Chest,Gerudo Training Grounds Hammer Room Switch Chest,,,Item,Gerudo Training Grounds Hammer Room Switch Chest,
Gerudo Training Grounds Eye Statue Chest,Gerudo Training Grounds Eye Statue Chest,,,Item,Gerudo Training Grounds Eye Statue Chest,
Gerudo Training Grounds Near Scarecrow Chest,Gerudo Training Grounds Near Scarecrow Chest,,,Item,Gerudo Training Grounds Near Scarecrow Chest,
Gerudo Training Grounds Before Heavy Block Chest,Gerudo Training Grounds Before Heavy Block Chest,,,Item,Gerudo Training Grounds Before Heavy Block Chest,
Gerudo Training Grounds Heavy Block First Chest,Gerudo Training Grounds Heavy Block First Chest,,,Item,Gerudo Training Grounds Heavy Block First Chest,
Gerudo Training Grounds Heavy Block Second Chest,Gerudo Training Grounds Heavy Block Second Chest,,,Item,Gerudo Training Grounds Heavy Block Second Chest,
Gerudo Training Grounds Heavy Block Third Chest,Gerudo Training Grounds Heavy Block Third Chest,,,Item,Gerudo Training Grounds Heavy Block Third Chest,
Gerudo Training Grounds Heavy Block Fourth Chest,Gerudo Training Grounds Heavy Block Fourth Chest,,,Item,Gerudo Training Grounds Heavy Block Fourth Chest,
Spirit Temple Child Left Chest,Spirit Temple Child Left Chest,,,Item,Spirit Temple Child Left Chest,
Spirit Temple Child Right Chest,Spirit Temple Child Right Chest,,,Item,Spirit Temple Child Right Chest,
GS Spirit Temple Metal Fence,GS Spirit Temple Metal Fence,Skull Token,,Item,GS Spirit Temple Metal Fence,
Spirit Temple Child Climb East Chest,Spirit Temple Child Climb East Chest,,,Item,Spirit Temple Child Climb East Chest,
Spirit Temple Child Climb North Chest,Spirit Temple Child Climb North Chest,,,Item,Spirit Temple Child Climb North Chest,
GS Spirit Temple Bomb for Light Room,GS Spirit Temple Bomb for Light Room,Skull Token,,Item,GS Spirit Temple Bomb for Light Room,
Spirit Temple Compass Chest,Spirit Temple Compass Chest,,,Item,Spirit Temple Compass Chest,
Spirit Temple Early Adult Right Chest,Spirit Temple Early Adult Right Chest,,,Item,Spirit Temple Early Adult Right Chest,
Spirit Temple First Mirror Right Chest,Spirit Temple First Mirror Right Chest,,,Item,Spirit Temple First Mirror Right Chest,
Spirit Temple First Mirror Left Chest,Spirit Temple First Mirror Left Chest,,,Item,Spirit Temple First Mirror Left Chest,
GS Spirit Temple Boulder Room,GS Spirit Temple Boulder Room,Skull Token,,Item,GS Spirit Temple Boulder Room,
Spirit Temple Map Chest,Spirit Temple Map Chest,,,Item,Spirit Temple Map Chest,
Spirit Temple Sun Block Room Chest,Spirit Temple Sun Block Room Chest,,,Item,Spirit Temple Sun Block Room Chest,
Spirit Temple Statue Hand Chest,Spirit Temple Statue Hand Chest,,,Item,Spirit Temple Statue Hand Chest,
Spirit Temple NE Main Room Chest,Spirit Temple NE Main Room Chest,,,Item,Spirit Temple NE Main Room Chest,
GS Spirit Temple Hall to West Iron Knuckle,GS Spirit Temple Hall to West Iron Knuckle,Skull Token,,Item,GS Spirit Temple Hall to West Iron Knuckle,
GS Spirit Temple Lobby,GS Spirit Temple Lobby,Skull Token,,Item,GS Spirit Temple Lobby,
Silver Gauntlets Chest,Silver Gauntlets Chest,,,Item,Silver Gauntlets Chest,
Mirror Shield Chest,Mirror Shield Chest,,,Item,Mirror Shield Chest,
Spirit Temple Near Four Armos Chest,Spirit Temple Near Four Armos Chest,,,Item,Spirit Temple Near Four Armos Chest,
Spirit Temple Hallway Left Invisible Chest,Spirit Temple Hallway Left Invisible Chest,,,Item,Spirit Temple Hallway Left Invisible Chest,
Spirit Temple Hallway Right Invisible Chest,Spirit Temple Hallway Right Invisible Chest,,,Item,Spirit Temple Hallway Right Invisible Chest,
Spirit Temple Boss Key Chest,Spirit Temple Boss Key Chest,,,Item,Spirit Temple Boss Key Chest,
Spirit Temple Topmost Chest,Spirit Temple Topmost Chest,,,Item,Spirit Temple Topmost Chest,
Twinrova Heart,Twinrova Heart,,,Item,Twinrova Heart,
GC Deku Scrub Bombs,GC Deku Scrub Bombs,Skull Token,,Item,GC Deku Scrub Bombs,
GC Deku Scrub Arrows,GC Deku Scrub Arrows,Skull Token,,Item,GC Deku Scrub Arrows,
GC Deku Scrub Red Potion,GC Deku Scrub Red Potion,Skull Token,,Item,GC Deku Scrub Red Potion,
GC Deku Scrub Green Potion,GC Deku Scrub Green Potion,Skull Token,,Item,GC Deku Scrub Green Potion,
Ganons Castle Forest Trial Chest,Ganons Castle Forest Trial Chest,,,Item,Ganons Castle Forest Trial Chest,
Ganons Castle Water Trial Left Chest,Ganons Castle Water Trial Left Chest,,,Item,Ganons Castle Water Trial Left Chest,
Ganons Castle Water Trial Right Chest,Ganons Castle Water Trial Right Chest,,,Item,Ganons Castle Water Trial Right Chest,
Ganons Castle Shadow Trial First Chest,Ganons Castle Shadow Trial First Chest,,,Item,Ganons Castle Shadow Trial First Chest,
Ganons Castle Shadow Trial Second Chest,Ganons Castle Shadow Trial Second Chest,,,Item,Ganons Castle Shadow Trial Second Chest,
Ganons Castle Spirit Trial First Chest,Ganons Castle Spirit Trial First Chest,,,Item,Ganons Castle Spirit Trial First Chest,
Ganons Castle Spirit Trial Second Chest,Ganons Castle Spirit Trial Second Chest,,,Item,Ganons Castle Spirit Trial Second Chest,
Ganons Castle Light Trial First Left Chest,Ganons Castle Light Trial First Left Chest,,,Item,Ganons Castle Light Trial First Left Chest,
Ganons Castle Light Trial Second Left Chest,Ganons Castle Light Trial Second Left Chest,,,Item,Ganons Castle Light Trial Second Left Chest,
Ganons Castle Light Trial Third Left Chest,Ganons Castle Light Trial Third Left Chest,,,Item,Ganons Castle Light Trial Third Left Chest,
Ganons Castle Light Trial First Right Chest,Ganons Castle Light Trial First Right Chest,,,Item,Ganons Castle Light Trial First Right Chest,
Ganons Castle Light Trial Second Right Chest,Ganons Castle Light Trial Second Right Chest,,,Item,Ganons Castle Light Trial Second Right Chest,
Ganons Castle Light Trial Third Right Chest,Ganons Castle Light Trial Third Right Chest,,,Item,Ganons Castle Light Trial Third Right Chest,
Ganons Castle Light Trial Invisible Enemies Chest,Ganons Castle Light Trial Invisible Enemies Chest,,,Item,Ganons Castle Light Trial Invisible Enemies Chest,
Ganons Castle Light Trial Lullaby Chest,Ganons Castle Light Trial Lullaby Chest,,,Item,Ganons Castle Light Trial Lullaby Chest,
