DictionaryName,LocationName,ItemName,LocationArea,ItemSubType,SpoilerLocation,SpoilerItem,EntrancePair
CollectableBeneathTheWellBugAndBombRoomPot3,Well Left Path Pot 3,5 Bombs,Beneath the Well,Item,Well Left Path Pot 3,5 Bombs,
CollectableBeneathTheWellBugAndBombRoomPot4,Well Left Path Pot 4,5 Bombs,Beneath the Well,Item,Well Left Path Pot 4,5 Bombs,
CollectableBeneathTheWellBugAndBombRoomPot5,Well Left Path Pot 5,5 Bombs,Beneath the Well,Item,Well Left Path Pot 5,5 Bombs,
CollectableGoronVillageWinterSmallSnowball3,Goron Village Small Snowball 3,5 Bombs,Goron Village,Item,Goron Village Small Snowball 3,5 Bombs,
CollectableGoronVillageWinterSmallSnowball4,Goron Village Small Snowball 4,5 Bombs,Goron Village,Item,Goron Village Small Snowball 4,5 Bombs,
CollectableGreatBayCoastPot9,Great Bay Coast Pot 6,5 Bombs,Great Bay Coast,Item,Great Bay Coast Pot 6,5 Bombs,
CollectableGreatBayTempleBlueChuchuValveRoomBarrel2,Great Bay Temple Red Valve Barrel 2,5 Bombs,Great Bay Temple,Item,Great Bay Temple Red Valve Barrel 2,5 Bombs,
CollectableGreatBayTempleTopmostRoomWithGreenValveBarrel2,Great Bay Temple Green Pump Barrel 2,5 Bombs,Great Bay Temple,Item,Great Bay Temple Green Pump Barrel 2,5 Bombs,
CollectableIkanaCanyonMainAreaGrass2,Ikana Canyon Grass 2,5 Bombs,Ikana Canyon,Item,Ikana Canyon Grass 2,5 Bombs,
CollectableMountainVillageSpringSmallSnowball2,Mountain Village Spring Snowball 2,5 Bombs,Mountain Village,Item,Mountain Village Spring Snowball 2,5 Bombs,
CollectableMountainVillageWinterSmallSnowball2,Mountain Village Winter Small Snowball 2,5 Bombs,Mountain Village,Item,Mountain Village Winter Small Snowball 2,5 Bombs,
CollectableSnowheadSmallSnowball2,Snowhead Small Snowball 2,5 Bombs,Snowhead,Item,Snowhead Small Snowball 2,5 Bombs,
CollectableStoneTowerPot4,Stone Tower Owl Pot 2,5 Bombs,Stone Tower,Item,Stone Tower Owl Pot 2,5 Bombs,
CollectableStoneTowerInvertedStoneTowerFlippedPot1,Inverted Stone Tower Pot,5 Bombs,Stone Tower,Item,Inverted Stone Tower Pot,5 Bombs,
CollectableZoraCapePot2,Zora Cape Owl Pot 2,5 Bombs,Zora Cape,Item,Zora Cape Owl Pot 2,5 Bombs,
CollectableAncientCastleOfIkana1FWestStaircasePot1,Ikana Castle Left Staircase Pot,10 Deku Nuts,Ikana Castle,Item,Ikana Castle Left Staircase Pot,10 Deku Nuts,
CollectableGoronVillageWinterSmallSnowball5,Goron Village Small Snowball 5,10 Deku Nuts,Goron Village,Item,Goron Village Small Snowball 5,10 Deku Nuts,
CollectableGoronVillageWinterSmallSnowball6,Goron Village Small Snowball 6,10 Deku Nuts,Goron Village,Item,Goron Village Small Snowball 6,10 Deku Nuts,
CollectablePiratesFortressInteriorTelescopeRoomPot2,Pirates' Fortress Sewer Exit Pot 2,10 Deku Nuts,Pirates' Fortress Sewer,Item,Pirates' Fortress Sewer Exit Pot 2,10 Deku Nuts,
CollectableWoodfallPot1,Woodfall Pot,10 Deku Nuts,Woodfall,Item,Woodfall Pot,10 Deku Nuts,
CollectableGoronShrineGoronKidSRoomPot1,Goron Shrine Pot,Deku Stick,Goron Village,Item,Goron Shrine Pot,Deku Stick,
CollectableGoronShrineGoronKidSRoomPot2,Goron Shrine Pot 2,Deku Stick,Goron Village,Item,Goron Shrine Pot 2,Deku Stick,
CollectableGoronShrineMainRoomPot1,Goron Shrine Pot 3,Deku Stick,Goron Village,Item,Goron Shrine Pot 3,Deku Stick,
CollectableGoronShrineMainRoomPot2,Goron Shrine Pot 4,Deku Stick,Goron Village,Item,Goron Shrine Pot 4,Deku Stick,
CollectableGoronShrineMainRoomPot3,Goron Shrine Pot 5,Deku Stick,Goron Village,Item,Goron Shrine Pot 5,Deku Stick,
CollectableGoronVillageWinterSmallSnowball7,Goron Village Small Snowball 7,Deku Stick,Goron Village,Item,Goron Village Small Snowball 7,Deku Stick,
CollectableGoronVillageWinterSmallSnowball8,Goron Village Small Snowball 8,Deku Stick,Goron Village,Item,Goron Village Small Snowball 8,Deku Stick,
CollectableSouthernSwampClearCentralSwampGrass1,Cleared Swamp Owl Grass,Deku Stick,Southern Swamp,Item,Cleared Swamp Owl Grass,Deku Stick,
CollectableSouthernSwampPoisonedCentralSwampGrass1,Southern Swamp Owl Grass,Deku Stick,Southern Swamp,Item,Southern Swamp Owl Grass,Deku Stick,
CollectableWoodfallPot2,Woodfall Pot 2,Deku Stick,Woodfall,Item,Woodfall Pot 2,Deku Stick,
CollectableDampesHouseBasementPot5,Dampe's Basement Pot 5,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 5,Green Rupee,
CollectableDampesHouseBasementPot6,Dampe's Basement Pot 6,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 6,Green Rupee,
CollectableDampesHouseBasementPot7,Dampe's Basement Pot 7,Green Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 7,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem3,Deku Palace Item 6,Green Rupee,Deku Palace,Item,Deku Palace Item 6,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem4,Deku Palace Item 7,Green Rupee,Deku Palace,Item,Deku Palace Item 7,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem5,Deku Palace Item 8,Green Rupee,Deku Palace,Item,Deku Palace Item 8,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem6,Deku Palace Item 9,Green Rupee,Deku Palace,Item,Deku Palace Item 9,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem7,Deku Palace Item 10,Green Rupee,Deku Palace,Item,Deku Palace Item 10,Green Rupee,
CollectableDekuPalaceEastInnerGardenItem8,Deku Palace Item 11,Green Rupee,Deku Palace,Item,Deku Palace Item 11,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem4,Deku Palace Item 12,Green Rupee,Deku Palace,Item,Deku Palace Item 12,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem5,Deku Palace Item 13,Green Rupee,Deku Palace,Item,Deku Palace Item 13,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem6,Deku Palace Item 14,Green Rupee,Deku Palace,Item,Deku Palace Item 14,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem7,Deku Palace Out of Bounds Item,Green Rupee,Deku Palace,Item,Deku Palace Out of Bounds Item,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem8,Deku Palace Item 15,Green Rupee,Deku Palace,Item,Deku Palace Item 15,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem9,Deku Palace Item 16,Green Rupee,Deku Palace,Item,Deku Palace Item 16,Green Rupee,
CollectableDekuPalaceWestInnerGardenItem10,Deku Palace Item 17,Green Rupee,Deku Palace,Item,Deku Palace Item 17,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item1,Butler Race Pillar Item,Green Rupee,Deku Palace,Item,Butler Race Pillar Item,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item2,Butler Race Pillar Item 2,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 2,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item3,Butler Race Pillar Item 3,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 3,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item4,Butler Race Pillar Item 4,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 4,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item5,Butler Race Pillar Item 5,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 5,Green Rupee,
CollectableDekuShrineGiantRoomFloor1Item6,Butler Race Pillar Item 6,Green Rupee,Deku Palace,Item,Butler Race Pillar Item 6,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem1,Butler Race River Item,Green Rupee,Deku Palace,Item,Butler Race River Item,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem2,Butler Race River Item 2,Green Rupee,Deku Palace,Item,Butler Race River Item 2,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem3,Butler Race River Item 3,Green Rupee,Deku Palace,Item,Butler Race River Item 3,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem4,Butler Race River Item 4,Green Rupee,Deku Palace,Item,Butler Race River Item 4,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem5,Butler Race River Item 5,Green Rupee,Deku Palace,Item,Butler Race River Item 5,Green Rupee,
CollectableDekuShrineWaterRoomWithPlatformsItem6,Butler Race River Item 6,Green Rupee,Deku Palace,Item,Butler Race River Item 6,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem1,Butler Race Right Path Item,Green Rupee,Deku Palace,Item,Butler Race Right Path Item,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem2,Butler Race Right Path Item 2,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 2,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem3,Butler Race Right Path Item 3,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 3,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem4,Butler Race Right Path Item 4,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 4,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem5,Butler Race Right Path Item 5,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 5,Green Rupee,
CollectableDekuShrineRoomBeforeFlameWallsItem6,Butler Race Right Path Item 6,Green Rupee,Deku Palace,Item,Butler Race Right Path Item 6,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem1,Butler Race Final Room Item,Green Rupee,Deku Palace,Item,Butler Race Final Room Item,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem2,Butler Race Final Room Item 2,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 2,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem3,Butler Race Final Room Item 3,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 3,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem4,Butler Race Final Room Item 4,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 4,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem5,Butler Race Final Room Item 5,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 5,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem6,Butler Race Final Room Item 6,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 6,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem7,Butler Race Final Room Item 7,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 7,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem8,Butler Race Final Room Item 8,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 8,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem9,Butler Race Final Room Item 9,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 9,Green Rupee,
CollectableDekuShrineDekuButlerSRoomItem10,Butler Race Final Room Item 10,Green Rupee,Deku Palace,Item,Butler Race Final Room Item 10,Green Rupee,
CollectableDekuShrineGreyBoulderRoomPot1,Butler Race Dual Pot,Green Rupee,Deku Palace,Item,Butler Race Dual Pot,Green Rupee,
CollectableEastClockTownWoodenCrateSmall1,East Clock Town Crate,Green Rupee,East Clock Town,Item,East Clock Town Crate,Green Rupee,
CollectableGreatBayTempleWaterControlRoomItem3,Great Bay Temple Water Control Room Item 3,Green Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 3,Green Rupee,
CollectableGreatBayTempleWaterControlRoomItem4,Great Bay Temple Water Control Room Item 4,Green Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 4,Green Rupee,
CollectableIkanaGraveyardIkanaGraveyardLowerGrass2,Ikana Graveyard Grass 2,Green Rupee,Ikana Graveyard,Item,Ikana Graveyard Grass 2,Green Rupee,
CollectableMagicHagsPotionShopItem1,Potion Shop Item,Green Rupee,Southern Swamp,Item,Potion Shop Item,Green Rupee,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartItem2,Pirates' Fortress Cage Room Barrel 2,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 2,Green Rupee,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartItem3,Pirates' Fortress Cage Room Barrel 3,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 3,Green Rupee,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartItem4,Pirates' Fortress Cage Room Barrel 4,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 4,Green Rupee,
CollectablePiratesFortressInteriorCellRoomWithPieceOfHeartItem5,Pirates' Fortress Cage Room Barrel 5,Green Rupee,Pirates' Fortress Sewer,Item,Pirates' Fortress Cage Room Barrel 5,Green Rupee,
CollectableSecretShrineEntranceRoomItem1,Secret Shrine Floating Item,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item,Green Rupee,
CollectableSecretShrineEntranceRoomItem2,Secret Shrine Floating Item 2,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 2,Green Rupee,
CollectableSecretShrineEntranceRoomItem3,Secret Shrine Floating Item 3,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 3,Green Rupee,
CollectableSecretShrineEntranceRoomItem4,Secret Shrine Floating Item 4,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 4,Green Rupee,
CollectableSecretShrineEntranceRoomItem5,Secret Shrine Floating Item 5,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 5,Green Rupee,
CollectableSecretShrineEntranceRoomItem6,Secret Shrine Floating Item 6,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 6,Green Rupee,
CollectableSecretShrineEntranceRoomItem7,Secret Shrine Floating Item 7,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 7,Green Rupee,
CollectableSecretShrineEntranceRoomItem8,Secret Shrine Floating Item 8,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 8,Green Rupee,
CollectableSecretShrineEntranceRoomItem9,Secret Shrine Floating Item 9,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 9,Green Rupee,
CollectableSecretShrineEntranceRoomItem10,Secret Shrine Floating Item 10,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 10,Green Rupee,
CollectableSecretShrineEntranceRoomItem11,Secret Shrine Floating Item 11,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 11,Green Rupee,
CollectableSecretShrineEntranceRoomItem12,Secret Shrine Floating Item 12,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 12,Green Rupee,
CollectableSecretShrineEntranceRoomItem13,Secret Shrine Floating Item 13,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 13,Green Rupee,
CollectableSecretShrineEntranceRoomItem14,Secret Shrine Floating Item 14,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 14,Green Rupee,
CollectableSecretShrineEntranceRoomItem15,Secret Shrine Floating Item 15,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 15,Green Rupee,
CollectableSecretShrineEntranceRoomItem16,Secret Shrine Floating Item 16,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 16,Green Rupee,
CollectableSecretShrineEntranceRoomItem17,Secret Shrine Floating Item 17,Green Rupee,Secret Shrine,Item,Secret Shrine Floating Item 17,Green Rupee,
CollectableSouthernSwampClearMagicHagsPotionShopExteriorPot2,Cleared Swamp Potion Shop Pot 2,Green Rupee,Southern Swamp,Item,Cleared Swamp Potion Shop Pot 2,Green Rupee,
CollectableSouthernSwampPoisonedMagicHagsPotionShopExteriorPot2,Potion Shop Pot 2,Green Rupee,Southern Swamp,Item,Potion Shop Pot 2,Green Rupee,
CollectableStoneTowerTempleLavaRoomItem3,Stone Tower Temple Lava Room Item 3,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 3,Green Rupee,
CollectableStoneTowerTempleLavaRoomItem4,Stone Tower Temple Lava Room Item 4,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 4,Green Rupee,
CollectableStoneTowerTempleLavaRoomItem5,Stone Tower Temple Lava Room Item 5,Green Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 5,Green Rupee,
CollectableStoneTowerTempleInvertedEyegoreRoomItem2,Inverted Stone Tower Temple Dexihand Item 2,Green Rupee,Stone Tower Temple,Item,Inverted Stone Tower Temple Dexihand Item 2,Green Rupee,
CollectableClockTowerRooftopPot1,Clock Tower Rooftop Pot,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot,Large Magic Jar,
CollectableClockTowerRooftopPot2,Clock Tower Rooftop Pot 2,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 2,Large Magic Jar,
CollectableClockTowerRooftopPot3,Clock Tower Rooftop Pot 3,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 3,Large Magic Jar,
CollectableClockTowerRooftopPot4,Clock Tower Rooftop Pot 4,Large Magic Jar,The Moon,Item,Clock Tower Rooftop Pot 4,Large Magic Jar,
CollectableGoronRacetrackPot1,Goron Racetrack Pot,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot,Large Magic Jar,
CollectableGoronRacetrackPot2,Goron Racetrack Pot 2,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 2,Large Magic Jar,
CollectableGoronRacetrackPot3,Goron Racetrack Pot 3,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 3,Large Magic Jar,
CollectableGoronRacetrackPot4,Goron Racetrack Pot 4,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 4,Large Magic Jar,
CollectableGoronRacetrackPot5,Goron Racetrack Pot 5,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 5,Large Magic Jar,
CollectableGoronRacetrackPot6,Goron Racetrack Pot 6,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 6,Large Magic Jar,
CollectableGoronRacetrackPot7,Goron Racetrack Pot 7,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 7,Large Magic Jar,
CollectableGoronRacetrackPot8,Goron Racetrack Pot 8,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 8,Large Magic Jar,
CollectableGoronRacetrackPot9,Goron Racetrack Pot 9,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 9,Large Magic Jar,
CollectableGoronRacetrackPot10,Goron Racetrack Pot 10,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 10,Large Magic Jar,
CollectableGoronRacetrackPot11,Goron Racetrack Pot 11,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 11,Large Magic Jar,
CollectableGoronRacetrackPot12,Goron Racetrack Pot 12,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 12,Large Magic Jar,
CollectableGoronRacetrackPot13,Goron Racetrack Pot 13,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 13,Large Magic Jar,
CollectableGoronRacetrackPot14,Goron Racetrack Pot 14,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 14,Large Magic Jar,
CollectableGoronRacetrackPot15,Goron Racetrack Pot 15,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 15,Large Magic Jar,
CollectableGoronRacetrackPot16,Goron Racetrack Pot 16,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 16,Large Magic Jar,
CollectableGoronRacetrackPot17,Goron Racetrack Pot 17,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 17,Large Magic Jar,
CollectableGoronRacetrackPot18,Goron Racetrack Pot 18,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 18,Large Magic Jar,
CollectableGoronRacetrackPot19,Goron Racetrack Pot 19,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 19,Large Magic Jar,
CollectableGoronRacetrackPot20,Goron Racetrack Pot 20,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 20,Large Magic Jar,
CollectableGoronRacetrackPot21,Goron Racetrack Pot 21,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 21,Large Magic Jar,
CollectableGoronRacetrackPot22,Goron Racetrack Pot 22,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 22,Large Magic Jar,
CollectableGoronRacetrackPot23,Goron Racetrack Pot 23,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 23,Large Magic Jar,
CollectableGoronRacetrackPot24,Goron Racetrack Pot 24,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 24,Large Magic Jar,
CollectableGoronRacetrackPot25,Goron Racetrack Pot 25,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 25,Large Magic Jar,
CollectableGoronRacetrackPot26,Goron Racetrack Pot 26,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 26,Large Magic Jar,
CollectableGoronRacetrackPot27,Goron Racetrack Pot 27,Large Magic Jar,Twin Islands,Item,Goron Racetrack Pot 27,Large Magic Jar,
CollectableGoronShrineGoronKidSRoomPot3,Goron Shrine Pot 6,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 6,Large Magic Jar,
CollectableGoronShrineMainRoomPot4,Goron Shrine Pot 7,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 7,Large Magic Jar,
CollectableGoronShrineMainRoomPot5,Goron Shrine Pot 8,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 8,Large Magic Jar,
CollectableGoronShrineMainRoomPot6,Goron Shrine Pot 9,Large Magic Jar,Goron Village,Item,Goron Shrine Pot 9,Large Magic Jar,
CollectableGreatBayCoastPot10,Great Bay Coast Pot 7,Large Magic Jar,Great Bay Coast,Item,Great Bay Coast Pot 7,Large Magic Jar,
CollectableGreatBayTempleBlueChuchuValveRoomWoodenCrateLarge1,Great Bay Temple Red Valve Crate,Large Magic Jar,Great Bay Temple,Item,Great Bay Temple Red Valve Crate,Large Magic Jar,
CollectableIgosDuIkanaSLairIgosDuIkanaSRoomPot3,Ikana King Pot 3,Large Magic Jar,Ikana Castle,Item,Ikana King Pot 3,Large Magic Jar,
CollectableIkanaCanyonMainAreaGrass3,Ikana Canyon Grass 3,Large Magic Jar,Ikana Canyon,Item,Ikana Canyon Grass 3,Large Magic Jar,
CollectableMilkRoadGrass2,Milk Road Grass 2,Large Magic Jar,Milk Road,Item,Milk Road Grass 2,Large Magic Jar,
CollectableMountainVillageSpringSmallSnowball3,Mountain Village Spring Snowball 3,Large Magic Jar,Mountain Village,Item,Mountain Village Spring Snowball 3,Large Magic Jar,
CollectableMountainVillageWinterSmallSnowball3,Goron Graveyard Snowball,Large Magic Jar,Mountain Village,Item,Goron Graveyard Snowball,Large Magic Jar,
CollectableMountainVillageWinterSmallSnowball4,Goron Graveyard Snowball 2,Large Magic Jar,Mountain Village,Item,Goron Graveyard Snowball 2,Large Magic Jar,
CollectableMountainVillageWinterSmallSnowball5,Mountain Village Winter Small Snowball 3,Large Magic Jar,Mountain Village,Item,Mountain Village Winter Small Snowball 3,Large Magic Jar,
CollectableSnowheadSmallSnowball3,Snowhead Small Snowball 3,Large Magic Jar,Snowhead,Item,Snowhead Small Snowball 3,Large Magic Jar,
CollectableStoneTowerPot5,Stone Tower Owl Pot 3,Large Magic Jar,Stone Tower,Item,Stone Tower Owl Pot 3,Large Magic Jar,
CollectableStoneTowerInvertedStoneTowerFlippedPot2,Inverted Stone Tower Pot 2,Large Magic Jar,Stone Tower,Item,Inverted Stone Tower Pot 2,Large Magic Jar,
CollectableTheMoonLinkTrialEntrancePot1,Link Trial Pot,Large Magic Jar,The Moon,Item,Link Trial Pot,Large Magic Jar,
CollectableTheMoonLinkTrialEntrancePot2,Link Trial Pot 2,Large Magic Jar,The Moon,Item,Link Trial Pot 2,Large Magic Jar,
CollectableTheMoonLinkTrialEntrancePot3,Link Trial Pot 3,Large Magic Jar,The Moon,Item,Link Trial Pot 3,Large Magic Jar,
CollectableTheMoonLinkTrialEntrancePot4,Link Trial Pot 4,Large Magic Jar,The Moon,Item,Link Trial Pot 4,Large Magic Jar,
CollectableZoraCapePot3,Zora Cape Owl Pot 3,Large Magic Jar,Zora Cape,Item,Zora Cape Owl Pot 3,Large Magic Jar,
CollectableDampesHouseBasementPot8,Dampe's Basement Pot 8,Purple Rupee,Ikana Graveyard,Item,Dampe's Basement Pot 8,Purple Rupee,
CollectablePiratesFortressItem1,Pirates' Fortress Item,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item,Recovery Heart,
CollectablePiratesFortressItem2,Pirates' Fortress Item 2,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item 2,Recovery Heart,
CollectablePiratesFortressItem3,Pirates' Fortress Item 3,Recovery Heart,Pirates' Fortress Interior,Item,Pirates' Fortress Item 3,Recovery Heart,
CollectableDekuShrineGiantRoomFloor1Item7,Butler Race Pillar Item 7,Red Rupee,Deku Palace,Item,Butler Race Pillar Item 7,Red Rupee,
CollectableDekuShrineGiantRoomFloor1Item8,Butler Race Pillar Item 8,Red Rupee,Deku Palace,Item,Butler Race Pillar Item 8,Red Rupee,
CollectableGreatBayTempleWaterControlRoomItem5,Great Bay Temple Water Control Room Item 5,Red Rupee,Great Bay Temple,Item,Great Bay Temple Water Control Room Item 5,Red Rupee,
CollectableGreatBayTempleCompassBossKeyRoomItem1,Great Bay Temple Dexihand Item,Red Rupee,Great Bay Temple,Item,Great Bay Temple Dexihand Item,Red Rupee,
CollectableGreatBayTempleCompassBossKeyRoomItem2,Great Bay Temple Dexihand Item 2,Red Rupee,Great Bay Temple,Item,Great Bay Temple Dexihand Item 2,Red Rupee,
CollectableGreatBayTempleTopmostRoomWithGreenValveItem1,Great Bay Temple Green Pump Item,Red Rupee,Great Bay Temple,Item,Great Bay Temple Green Pump Item,Red Rupee,
CollectableGreatBayTempleTopmostRoomWithGreenValveItem2,Great Bay Temple Green Pump Item 2,Red Rupee,Great Bay Temple,Item,Great Bay Temple Green Pump Item 2,Red Rupee,
CollectableLaundryPoolItem1,Laundry Pool Item,Red Rupee,Laundry Pool,Item,Laundry Pool Item,Red Rupee,
CollectableLaundryPoolItem2,Laundry Pool Item 2,Red Rupee,Laundry Pool,Item,Laundry Pool Item 2,Red Rupee,
CollectableLaundryPoolItem3,Laundry Pool Item 3,Red Rupee,Laundry Pool,Item,Laundry Pool Item 3,Red Rupee,
CollectableMountainVillageWinterMountainVillageSpringItem1,Mountain Village Spring Stair Item,Red Rupee,Mountain Village,Item,Mountain Village Spring Stair Item,Red Rupee,
CollectableSnowheadTempleIceBlockRoomItem1,Snowhead Temple Icicle Room Frozen Item,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item,Red Rupee,
CollectableSnowheadTempleIceBlockRoomItem2,Snowhead Temple Icicle Room Frozen Item 2,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item 2,Red Rupee,
CollectableSnowheadTempleIceBlockRoomItem3,Snowhead Temple Icicle Room Frozen Item 3,Red Rupee,Snowhead Temple,Item,Snowhead Temple Icicle Room Frozen Item 3,Red Rupee,
CollectableSouthernSwampPoisonedCentralSwampBeehive1,Swamp Near Frog Hive,Red Rupee,Southern Swamp,Item,Swamp Near Frog Hive,Red Rupee,
CollectableStoneTowerTempleLavaRoomItem6,Stone Tower Temple Lava Room Item 6,Red Rupee,Stone Tower Temple,Item,Stone Tower Temple Lava Room Item 6,Red Rupee,
